"","LT2_tag","SL1344_tag","evalue_ab","bitscore_ab","evalue_ba","bitscore_ba"
"479","STM0505","SL1344_0498",9.01e-180,623,8.93e-180,623
"480","STM0506","SL1344_0499",1.54e-141,496,1.53e-141,496
"481","STM0507","SL1344_0500",1.58e-139,489,1.56e-139,489
"482","STM0508","SL1344_0501",0,956,0,956
"483","STM0509","SL1344_0502",0,943,0,943
"484","STM0510","SL1344_0503",0,654,0,654
"485","STM0511","SL1344_0504",0,801,0,801
"486","STM0512","SL1344_0505",1.22e-157,550,1.21e-157,550
"487","STM0513","SL1344_0506",0,887,0,887
"488","STM0514","SL1344_0507",0,735,0,735
"489","STM0515","SL1344_0508",4.39e-110,391,4.35e-110,391
"490","STM0516","SL1344_0509",3.46e-175,608,3.43e-175,608
"491","STM0517","SL1344_0510",0,1374,0,1374
"492","STM0518","SL1344_0511",0,631,0,631
"493","STM0519","SL1344_0512",0,675,0,675
"494","STM0520","SL1344_0513",0,913,0,913
"495","STM0522","SL1344_0515",0,1086,0,1086
"496","STM0523","SL1344_0516",0,1099,0,1099
"497","STM0524","SL1344_0517",0,682,0,682
"498","STM0525","SL1344_0518",0,855,0,855
"499","STM0526","SL1344_0519",0,636,7.83e-174,604
"500","STM0527","SL1344_0520",0,964,0,964
"501","STM0528","SL1344_0521",0,833,0,833
"502","STM0529","SL1344_0522",0,1048,0,1048
"503","STM0530","SL1344_0523",0,1015,0,1015
"504","STM0531","SL1344_0524",0,656,0,656
"505","STM0532","SL1344_0525",0,442,0,442
"506","STM0533","SL1344_0526",0,826,0,826
"507","STM0534","SL1344_0527",1.14e-120,426,1.13e-120,426
"508","STM0535","SL1344_0528",9.88e-166,577,9.78e-166,577
"509","STM0536","SL1344_0529",1.18e-113,403,1.16e-113,403
"510","STM0537","SL1344_0530",0,1024,0,1024
"511","STM0538","SL1344_0531",0,665,0,665
"512","STM0539","SL1344_0532",1.17e-99,356,1.16e-99,356
"513","STM0540","SL1344_0533",1.55e-127,449,1.53e-127,449
"514","STM0541","SL1344_0534",1.54e-44,171,1.53e-44,171
"515","STM0542","SL1344_0535",0,675,0,675
"516","STM0543","SL1344_0536",4.83e-125,441,4.62e-125,441
"517","STM0544","SL1344_0537",6.85e-126,444,6.78e-126,444
"518","STM0545","SL1344_0538",2.25e-152,532,2.23e-152,532
"519","STM0546","SL1344_0539",0,1995,0,1995
"520","STM0547","SL1344_0540",0,783,0,783
"521","STM0548","SL1344_0541",1.29e-87,262,1.28e-87,262
"522","STM0549","SL1344_0542",1.07e-140,493,1.06e-140,493
"523","STM0550","SL1344_0543",6.13e-160,557,6.08e-160,557
"524","STM0551","SL1344_0544",1.01e-67,249,1e-67,249
"525","STM0552","SL1344_0545",1.89e-128,452,1.87e-128,452
"526","STM0557","SL1344_0547",0,1340,0,1340
"527","STM0558","SL1344_0548",0,729,0,729
"528","STM0559","SL1344_0549",2.59e-84,305,2.57e-84,305
"529","STM0561","SL1344_0550",6.86e-74,270,6.79e-74,270
"530","STM0562","SL1344_0550A",5.92e-41,159,9.63e-41,159
"531","STM0563","SL1344_0551",0,674,0,674
"532","STM0564","SL1344_0552",0,945,0,945
"533","STM0565","SL1344_0553",2.73e-49,188,2.7e-49,188
"534","STM0566","SL1344_0554",3.54e-125,441,3.51e-125,441
"535","STM0567","SL1344_0555",0,826,0,826
"536","STM0568","SL1344_0556",0,1092,0,1092
"537","STM0569","SL1344_0557",0,910,0,910
"538","STM0570","SL1344_0558",0,1081,0,1081
"539","STM0571","SL1344_0559",0,1954,0,1954
"540","STM0572","SL1344_0560",0,807,0,807
"541","STM0573","SL1344_0561",0,811,0,811
"542","STM0574","SL1344_0562",0,648,0,648
"543","STM0575","SL1344_0563",2.24e-147,516,1.99e-147,516
"544","STM0576","SL1344_0564",8.03e-98,350,7.95e-98,350
"545","STM0577","SL1344_0565",1.32e-100,359,1.3e-100,359
"546","STM0578","SL1344_0566",6.9e-147,514,6.83e-147,514
"547","STM0579","SL1344_0567",3.11e-86,311,3.08e-86,311
"548","STM0580","SL1344_0568",1.32e-132,466,1.31e-132,466
"549","STM0581","SL1344_0569",3.54e-77,281,3.5e-77,281
"550","STM0582","SL1344_0570",1.71e-58,218,1.69e-58,218
"551","STM0583","SL1344_0571",0,870,0,870
"552","STM0584","SL1344_0572",6.44e-161,560,6.38e-161,560
"553","STM0585","SL1344_0573",0,1728,0,1728
"554","STM0586","SL1344_0574",0,1020,0,1020
"555","STM0587","SL1344_0575",2.62e-50,191,2.59e-50,191
"556","STM0588","SL1344_0576",0,2966,0,2966
"557","STM0589","SL1344_0577",0,916,0,916
"558","STM0590","SL1344_0578",2.43e-171,595,2.4e-171,595
"559","STM0591","SL1344_0579",0,764,0,764
"560","STM0592","SL1344_0580",0,709,0,709
"561","STM0593","SL1344_0581",0,464,0,464
"562","STM0594","SL1344_0582",0,744,0,744
"563","STM0595","SL1344_0583",0,926,0,926
"564","STM0596","SL1344_0584",0,1279,0,1279
"565","STM0597","SL1344_0585",0,650,0,650
"566","STM0598","SL1344_0586",2.68e-169,588,2.65e-169,588
"567","STM0599","SL1344_0587",4.9e-90,324,4.86e-90,324
"568","STM0600","SL1344_0588",0,1674,0,1674
"569","STM0601","SL1344_0589",2.31e-43,167,2.29e-43,167
"570","STM0602","SL1344_0590",0,867,0,867
"571","STM0603","SL1344_0591",0,922,0,922
"572","STM0604","SL1344_0592",4e-141,495,3.96e-141,495
"573","STM0605","SL1344_0593",0,1053,0,1053
"574","STM0606","SL1344_0594",0,703,0,703
"575","STM0607","SL1344_0595",4.6e-164,571,4.56e-164,571
"576","STM0608","SL1344_0596",1.75e-128,452,1.73e-128,452
"577","STM0609","SL1344_0597",0,1143,0,1143
"578","STM0610","SL1344_0598",6.69e-125,440,6.62e-125,440
"579","STM0611","SL1344_0599",0,1763,0,1763
"580","STM0612","SL1344_0600",2.77e-138,485,2.74e-138,485
"581","STM0613","SL1344_0601",0,635,0,635
"582","STM0614","SL1344_0602",8.29e-104,370,8.21e-104,370
"583","STM0615","SL1344_0603",0,923,0,923
"584","STM0616","SL1344_0604",1.6e-92,332,1.58e-92,332
"585","STM0617","SL1344_0605",0,664,0,664
"586","STM0618","SL1344_0606",0,1205,0,1205
"587","STM0619","SL1344_0607",0,656,0,656
"588","STM0620","SL1344_0608",1.84e-125,442,1.82e-125,442
"589","STM0621","SL1344_0609",0,1181,0,1181
"590","STM0622","SL1344_0610",0,728,0,728
"591","STM0623","SL1344_0611",6.21e-63,233,6.14e-63,233
"592","STM0624","SL1344_0612",0,858,0,858
"593","STM0625","SL1344_0613",0,1268,0,1268
"594","STM0626","SL1344_0614",4.16e-152,531,4.12e-152,531
"595","STM0627","SL1344_0615",0,787,0,787
"596","STM0628","SL1344_0616",2.65e-141,495,2.62e-141,495
"597","STM0629","SL1344_0617",7.34e-44,169,7.47e-44,169
"598","STM0630","SL1344_0618",3.01e-89,321,2.98e-89,321
"599","STM0631","SL1344_0619",7.91e-174,604,7.83e-174,604
"600","STM0632","SL1344_0620",3.85e-45,173,3.81e-45,173
"601","STM0633","SL1344_0621",0,775,0,775
"602","STM0634","SL1344_0622",0,748,0,748
"603","STM0635","SL1344_0623",5.45e-130,457,6.17e-130,457
"604","STM0636","SL1344_0624",1.38e-42,166,7.9e-43,166
"605","STM0637","SL1344_0625",0,960,0,960
"606","STM0638","SL1344_0626",0,584,0,584
"607","STM0639","SL1344_0627",0,730,0,730
"608","STM0640","SL1344_0628",0,1526,0,1526
"609","STM0641","SL1344_0629",4.21e-106,378,4.17e-106,378
"610","STM0642","SL1344_0630",7.49e-72,263,7.41e-72,263
"611","STM0643","SL1344_0631",2.44e-143,502,2.41e-143,502
"612","STM0644","SL1344_0632",0,844,0,844
"613","STM0645","SL1344_0633",1.75e-150,526,1.73e-150,526
"614","STM0646","SL1344_0634",0,744,0,744
"615","STM0647","SL1344_0635",1.06e-129,456,1.05e-129,456
"616","STM0648","SL1344_0636",0,2058,0,2058
"617","STM0649","SL1344_0637",2.03e-70,259,1.6e-70,259
"618","STM0650","SL1344_0638",0,933,0,933
"619","STM0651","SL1344_0639",0,582,0,582
"620","STM0652","SL1344_0640",0,1419,0,1419
"621","STM0653","SL1344_0641",4.68e-111,394,4.63e-111,394
"622","STM0654","SL1344_0642",0,843,0,843
"623","STM0655","SL1344_0643",7.59e-171,593,7.51e-171,593
"624","STM0656","SL1344_0644",0,1060,0,1060
"625","STM0657","SL1344_0645",6.83e-164,472,6.77e-164,472
"626","STM0658","SL1344_0647",0,953,0,953
"627","STM0659","SL1344_0648",0,1308,0,1308
"628","STM0660","SL1344_0649",0,1038,0,1038
"629","STM0661","SL1344_0650",0,736,0,736
"630","STM0662","SL1344_0651",1.6e-159,556,1.58e-159,556
"631","STM0663","SL1344_0652",6.12e-145,507,6.06e-145,507
"632","STM0664","SL1344_0653",3.06e-167,582,3.03e-167,582
"633","STM0665","SL1344_0654",0,735,0,735
"634","STM0666","SL1344_0655",0,1163,0,1163
"635","STM0667","SL1344_0656",0,664,0,664
"636","STM0668","SL1344_0657",2.27e-106,379,2.25e-106,379
"637","STM0669","SL1344_0658",0,835,0,835
"638","STM0670","SL1344_0659",0,1129,0,1129
"639","STM0671","SL1344_0660",0,850,0,850
"640","STM0672","SL1344_0661",1.3e-136,479,1.29e-136,479
"641","STM0680","SL1344_0662",0,1341,0,1341
"642","STM0681","SL1344_0663",1.3e-172,599,1.29e-172,599
"643","STM0682","SL1344_0664",0,963,0,963
"644","STM0683","SL1344_0665",0,912,0,912
"645","STM0684","SL1344_0666",0,643,0,643
"646","STM0685","SL1344_0667",0,1555,0,1555
"647","STM0686","SL1344_0668",0,1354,0,1354
"648","STM0687","SL1344_0669",0,1169,0,1169
"649","STM0688","SL1344_0670",6.95e-74,270,6.88e-74,270
"650","STM0689","SL1344_0671",0,896,0,896
"651","STM0690","SL1344_0672",0,615,0,615
"652","STM0691","SL1344_0673",0,1137,0,1137
"653","STM0692","SL1344_0674",0,735,0,735
"654","STM0693","SL1344_0675",1.7e-103,369,1.68e-103,369
"655","STM0694","SL1344_0676",1.49e-123,436,1.48e-123,436
"656","STM0695","SL1344_0677",1.02e-59,131,1.02e-57,216
"657","STM0696","SL1344_0678",6.09e-179,621,6.03e-179,621
"658","STM0697","SL1344_0679",2.49e-125,442,2.47e-125,442
"659","STM0698","SL1344_0680",0,1257,0,1257
"660","STM0699","SL1344_0681",3.78e-112,398,3.74e-112,398
"661","STM0700","SL1344_0682",0,1026,0,1026
"662","STM0701","SL1344_0683",0,1789,0,1789
"663","STM0702","SL1344_0684",3.26e-153,535,3.23e-153,535
"664","STM0703","SL1344_0685",0,1535,0,1535
"665","STM0704","SL1344_0686",2.94e-138,485,2.91e-138,485
"666","STM0705","SL1344_0687",0,1020,0,1020
"667","STM0706","SL1344_0688",0,854,0,854
"668","STM0707","SL1344_0688A",2.74e-16,76.2,2.4e-16,76.2
"669","STM0708","SL1344_0689",8.11e-46,176,8.03e-46,176
"670","STM0709","SL1344_0690",0,1087,0,1087
"671","STM0710","SL1344_0691",0,1021,0,1021
"672","STM0711","SL1344_0692",3.91e-170,591,3.87e-170,591
"673","STM0712","SL1344_0693",1.31e-150,526,1.3e-150,526
"674","STM0713","SL1344_0694",0,757,0,757
"675","STM0714","SL1344_0695",1.08e-170,593,1.08e-170,593
"676","STM0715","SL1344_0696",5.63e-26,108,5.57e-26,108
"677","STM0716","SL1344_0697",1.1e-130,460,1.09e-130,460
"678","STM0717","SL1344_0698",2.94e-79,288,2.91e-79,288
"679","STM0718","SL1344_0699",1.66e-169,509,1.64e-169,509
"680","STM0719","SL1344_0700",0,934,0,934
"681","STM0720","SL1344_0702",0,671,0,671
"682","STM0721","SL1344_0703",0,898,0,898
"683","STM0722","SL1344_0704",5.6e-178,617,5.54e-178,617
"684","STM0723","SL1344_0705",1.83e-157,549,1.81e-157,549
"685","STM0724","SL1344_0706",0,1400,0,1400
"686","STM0725","SL1344_0707",0,643,0,643
"687","STM0726","SL1344_0708",0,1518,0,1518
"688","STM0727","SL1344_0709",2.34e-30,123,2.32e-30,123
"689","STM0728","SL1344_0710",0,634,0,634
"690","STM0729","SL1344_0711",0,785,0,785
"691","STM0730","SL1344_0712",0,1030,0,1030
"692","STM0731","SL1344_0713",2.8e-80,292,2.66e-80,292
"693","STM0732","SL1344_0714",7.86e-89,320,7.89e-89,320
"694","STM0733","SL1344_0715",1.5e-82,299,1.48e-82,299
"695","STM0734","SL1344_0716",0,1361,0,1361
"696","STM0735","SL1344_0717",7.15e-170,590,7.08e-170,590
"697","STM0736","SL1344_0718",0,2255,0,2255
"698","STM0737","SL1344_0719",0,961,0,961
"699","STM0738","SL1344_0720",0,813,0,813
"700","STM0739","SL1344_0721",0,717,0,717
"701","STM0740","SL1344_0722",0,1244,0,1244
"702","STM0741","SL1344_0723",0,909,0,909
"703","STM0742","SL1344_0724",1.78e-23,100,1.76e-23,100
"704","STM0743","SL1344_0725",6.3e-64,237,6.24e-64,237
"705","STM0744","SL1344_0726",4.06e-88,318,4.02e-88,318
"706","STM0745","SL1344_0727",1.4e-166,579,1.39e-166,579
"707","STM0746","SL1344_0728",8.98e-93,333,8.89e-93,333
"708","STM0748","SL1344_0730",0,1021,0,1021
"709","STM0749","SL1344_0731",3.91e-106,378,3.87e-106,378
"710","STM0750","SL1344_0732",1.15e-160,382,1.14e-160,382
"711","STM0756","SL1344_0733",0,845,0,845
"712","STM0757","SL1344_0734",2.56e-169,588,2.54e-169,588
"713","STM0758","SL1344_0735",0,756,0,756
"714","STM0759","SL1344_0736",5.3e-84,304,5.25e-84,304
"715","STM0760","SL1344_0737",0,803,0,803
"716","STM0761","SL1344_0738",3.71e-122,431,3.67e-122,431
"717","STM0762","SL1344_0739",0,681,0,681
"718","STM0763","SL1344_0740",0,665,0,665
"719","STM0764","SL1344_0741",0,744,0,744
"720","STM0765","SL1344_0742",0,894,0,894
"721","STM0766","SL1344_0743",5.97e-34,112,5.91e-34,112
"722","STM0769","SL1344_0746",2.27e-160,559,2.25e-160,559
"723","STM0770","SL1344_0747",0,898,0,898
"724","STM0771","SL1344_0748",0,628,0,628
"725","STM0772","SL1344_0749",1.03e-169,590,1.02e-169,590
"726","STM0773","SL1344_0750",0,848,0,848
"727","STM0774","SL1344_0751",0,857,0,857
"728","STM0775","SL1344_0752",0,874,0,874
"729","STM0776","SL1344_0753",0,825,0,825
"730","STM0777","SL1344_0754",0,653,0,653
"731","STM0778","SL1344_0755",0,1134,0,1134
"732","STM0779","SL1344_0756",2.79e-152,296,2.77e-152,296
"733","STM0780","SL1344_0757",5.44e-30,122,5.39e-30,122
"734","STM0781","SL1344_0758",1.27e-171,596,8.28e-179,620
"735","STM0782","SL1344_0759",1.22e-135,371,1.21e-135,371
"736","STM0783","SL1344_0760",0,793,0,793
"737","STM0784","SL1344_0761",0,654,0,654
"738","STM0785","SL1344_0762",0,790,0,790
"739","STM0786","SL1344_0763",0,1018,0,1018
"740","STM0787","SL1344_0764",0,970,0,970
"741","STM0788","SL1344_0765",0,725,0,725
"742","STM0789","SL1344_0766",1.36e-153,536,1.24e-153,536
"743","STM0791","SL1344_0768",0,1079,0,1079
"744","STM0792","SL1344_0769",2.93e-101,341,2.9e-101,341
"745","STM0793","SL1344_0770",0,1050,0,1050
"746","STM0794","SL1344_0771",0,793,0,793
"747","STM0795","SL1344_0772",0,830,0,830
"748","STM0796","SL1344_0773",5.47e-174,604,5.42e-174,604
"749","STM0797","SL1344_0774",3.88e-155,541,3.84e-155,541
"750","STM0798","SL1344_0775",0,1541,0,1541
"751","STM0800","SL1344_0776",0,1835,0,1835
"752","STM0801","SL1344_0777",2.4e-180,347,2.37e-180,347
"753","STM0802","SL1344_0778",0,793,0,793
"754","STM0803","SL1344_0779",1.33e-118,419,1.32e-118,419
"755","STM0804","SL1344_0780",7.72e-105,374,7.65e-105,374
"756","STM0805","SL1344_0781",2.6e-55,208,2.57e-55,208
"757","STM0806","SL1344_0782",3.18e-103,368,3.15e-103,368
"758","STM0807","SL1344_0783",1.43e-162,566,1.41e-162,566
"759","STM0808","SL1344_0784",1.83e-177,615,1.81e-177,615
"760","STM0809","SL1344_0785",2.44e-131,462,2.42e-131,462
"761","STM0810","SL1344_0786",7.84e-119,420,7.76e-119,420
"762","STM0811","SL1344_0787",0,779,0,779
"763","STM0812","SL1344_0788",0,968,0,968
"764","STM0813","SL1344_0789",0,627,0,627
"765","STM0814","SL1344_0790",1.61e-80,292,1.6e-80,292
"766","STM0815","SL1344_0791",0,831,0,831
"767","STM0816","SL1344_0792",0,914,0,914
"768","STM0817","SL1344_0793",0,1362,0,1362
"769","STM0819","SL1344_0795",6.66e-158,550,6.59e-158,550
"770","STM0820","SL1344_0796",0,872,0,872
"771","STM0821","SL1344_0797",0,1576,0,1576
"772","STM0822","SL1344_0798",0,771,0,771
"773","STM0823","SL1344_0799",2.71e-47,181,2.68e-47,181
"774","STM0825","SL1344_0800",1.38e-58,219,1.36e-58,219
"775","STM0826","SL1344_0801",0,449,0,449
"776","STM0827","SL1344_0802",0,1465,0,1465
"777","STM0828","SL1344_0803",9.93e-150,523,9.84e-150,523
"778","STM0829","SL1344_0804",1.42e-155,543,1.41e-155,543
"779","STM0830","SL1344_0805",6.84e-169,587,6.78e-169,587
"780","STM0831","SL1344_0806",5.44e-112,397,5.39e-112,397
"781","STM0832","SL1344_0807",0,636,0,636
"782","STM0833","SL1344_0808",1.15e-112,400,1.14e-112,400
"783","STM0834","SL1344_0809",0,1250,0,1250
"784","STM0835","SL1344_0810",2.88e-109,388,2.85e-109,388
"785","STM0836","SL1344_0811",0,852,0,852
"786","STM0837","SL1344_0812",0,700,0,700
"787","STM0838","SL1344_0813",0,1246,0,1246
"788","STM0839","SL1344_0814",2.63e-173,602,2.6e-173,602
"789","STM0841","SL1344_0817",0,997,0,997
"790","STM0842","SL1344_0818",0,643,0,643
"791","STM0843","SL1344_0819",0,1838,0,1838
"792","STM0844","SL1344_0820",0,733,0,733
"793","STM0845","SL1344_0821",2.09e-170,592,2.07e-170,592
"794","STM0846","SL1344_0822",0,988,0,988
"795","STM0847","SL1344_0823",0,703,0,703
"796","STM0848","SL1344_0824",0,1439,0,1439
"797","STM0849","SL1344_0825",0,1139,0,1139
"798","STM0850","SL1344_0826",0,752,0,752
"799","STM0851","SL1344_0827",0,710,0,710
"800","STM0852","SL1344_0828",0,1032,0,1032
"801","STM0853","SL1344_0829",1.16e-81,296,1.15e-81,296
"802","STM0854","SL1344_0830",4.46e-117,414,4.41e-117,414
"803","STM0855","SL1344_0831",0,654,0,654
"804","STM0856","SL1344_0832",0,730,0,730
"805","STM0857","SL1344_0833",0,940,0,940
"806","STM0858","SL1344_0834",0,1371,0,1371
"807","STM0859","SL1344_0835",0,723,0,723
"808","STM0860","SL1344_0836",6.03e-100,357,5.97e-100,357
"809","STM0861","SL1344_0837",2.03e-163,569,2.01e-163,569
"810","STM0862","SL1344_0838",2.74e-144,505,2.71e-144,505
"811","STM0863","SL1344_0839",0,947,0,947
"812","STM0864","SL1344_0840",0,626,0,626
"813","STM0865","SL1344_0841",4.98e-144,504,4.93e-144,504
"814","STM0866","SL1344_0842",0,910,0,910
"815","STM0867","SL1344_0843",5.11e-176,611,5.06e-176,611
"816","STM0868","SL1344_0844",0,933,0,933
"817","STM0869","SL1344_0845",3.43e-139,488,3.4e-139,488
"818","STM0870","SL1344_0846",0,1188,0,1188
"819","STM0871","SL1344_0847",1.08e-79,270,1.07e-79,270
"820","STM0872","SL1344_0848",2.6e-58,218,2.57e-58,218
"821","STM0873","SL1344_0849",2.36e-63,235,2.34e-63,235
"822","STM0874","SL1344_0850",1.3e-133,336,1.15e-133,336
"823","STM0875","SL1344_0852",0,695,0,695
"824","STM0876","SL1344_0853",1.21e-102,366,1.2e-102,366
"825","STM0877","SL1344_0854",0,889,0,889
"826","STM0878","SL1344_0855",0,893,0,893
"827","STM0879","SL1344_0856",0,684,0,684
"828","STM0880","SL1344_0857",0,423,0,423
"829","STM0881","SL1344_0858",7.47e-105,374,7.4e-105,374
"830","STM0882","SL1344_0859",0,912,0,912
"831","STM0884","SL1344_0860",0,1069,0,1069
"832","STM0885","SL1344_0861",9.78e-71,259,9.68e-71,259
"833","STM0886","SL1344_0862",0,1250,0,1250
"834","STM0887","SL1344_0863",1.88e-169,589,1.88e-169,589
"835","STM0888","SL1344_0864",2.96e-152,532,2.93e-152,532
"836","STM0889","SL1344_0865",2.99e-155,542,2.96e-155,542
"837","STM0890","SL1344_0866",7.23e-166,577,7.22e-166,577
"838","STM0891","SL1344_0867",6.19e-164,571,6.13e-164,571
"839","STM0892","SL1344_0868",8.35e-109,387,8.27e-109,387
"840","STM0898","SL1344_1967",3.65e-65,176,3.61e-65,176
"841","STM0906","SL1344_1957",1.73e-80,292,1.71e-80,292
"842","STM0907","SL1344_1956",2.47e-131,462,2.26e-122,432
"843","STM0908","SL1344_1955",1.25e-98,353,1.24e-98,353
"844","STM0909","SL1344_1801",3.59e-52,199,1.16e-52,199
"845","STM0930","SL1344_0869",1.07e-75,276,1.06e-75,276
"846","STM0931","SL1344_0870",0,659,0,659
"847","STM0932","SL1344_0871",0,819,0,819
"848","STM0933","SL1344_0872",0,1088,0,1088
"849","STM0934","SL1344_0873",0,777,0,777
"850","STM0935","SL1344_0874",0,1279,0,1279
"851","STM0936","SL1344_0875",0,747,0,747
"852","STM0937","SL1344_0876",0,1295,0,1295
"853","STM0938","SL1344_0877",0,643,0,643
"854","STM0939","SL1344_0878",0,1313,0,1313
"855","STM0940","SL1344_0879",0,761,0,761
"856","STM0941","SL1344_0880",0,822,0,822
"857","STM0942","SL1344_0881",0,1230,0,1230
"858","STM0943","SL1344_0882",8.62e-49,186,8.54e-49,186
"859","STM0944","SL1344_0883",1.24e-69,256,1.23e-69,256
"860","STM0945","SL1344_0884",0,1765,0,1765
"861","STM0947","SL1344_0886",5.3e-159,554,5.25e-159,554
"862","STM0948","SL1344_0887",1.96e-91,329,1.95e-91,329
"863","STM0950","SL1344_0888",1.01e-142,412,9.96e-143,412
"864","STM0951","SL1344_0889",0,697,0,697
"865","STM0952","SL1344_0890",0,647,0,647
"866","STM0953","SL1344_0891",2.42e-49,188,2.4e-49,188
"867","STM0954","SL1344_0892",5.68e-73,267,4.5e-73,267
"868","STM0955","SL1344_0893",2.12e-167,582,2.1e-167,582
"869","STM0956","SL1344_0894",0,957,0,957
"870","STM0957","SL1344_0895",0,1353,0,1353
"871","STM0958","SL1344_0896",0,731,0,731
"872","STM0959","SL1344_0897",1.39e-111,396,1.38e-111,396
"873","STM0961","SL1344_0899",4e-141,495,3.96e-141,495
"874","STM0962","SL1344_0900",0,1057,0,1057
"875","STM0963","SL1344_0901",0,1025,0,1025
"876","STM0964","SL1344_0902",0,1964,0,1964
"877","STM0966","SL1344_0904",3.38e-179,423,3.35e-179,423
"878","STM0968","SL1344_0905",0,874,0,874
"879","STM0969","SL1344_0906",0,1186,0,1186
"880","STM0970","SL1344_0907",0,642,0,642
"881","STM0971","SL1344_0908",5.77e-76,277,5.71e-76,277
"882","STM0972","SL1344_0909",0,774,0,774
"883","STM0973","SL1344_0910",0,1757,0,1757
"884","STM0974","SL1344_0911",0,700,0,700
"885","STM0975","SL1344_0912",0,1291,0,1291
"886","STM0976","SL1344_0913",4.97e-166,577,4.92e-166,577
"887","STM0977","SL1344_0914",0,872,0,872
"888","STM0978","SL1344_0915",0,1033,0,1033
"889","STM0979","SL1344_0916",7.58e-178,617,7.51e-178,617
"890","STM0980","SL1344_0917",3.86e-155,541,3.82e-155,541
"891","STM0981","SL1344_0918",0,1051,0,1051
"892","STM0982","SL1344_0919",1.14e-62,232,1.13e-62,232
"893","STM0983","SL1344_0920",0,1208,0,1208
"894","STM0984","SL1344_0921",0,1251,0,1251
"895","STM0985","SL1344_0922",0,460,0,460
"896","STM0986","SL1344_0923",0,1008,0,1008
"897","STM0987","SL1344_0924",5.25e-39,153,5.2e-39,153
"898","STM0988","SL1344_0925",2.08e-166,579,2.06e-166,579
"899","STM0989","SL1344_0926",0,731,0,731
"900","STM0990","SL1344_0927",1.72e-147,516,1.7e-147,516
"901","STM0991","SL1344_0928",0,654,0,654
"902","STM0992","SL1344_0929",0,1002,0,1002
"903","STM0993","SL1344_0930",2.49e-157,549,2.46e-157,549
"904","STM0994","SL1344_0931",0,3104,0,3104
"905","STM0995","SL1344_0932",0,1356,0,1356
"906","STM0996","SL1344_0933",1.69e-128,452,1.67e-128,452
"907","STM0997","SL1344_0934",3.08e-153,535,3.05e-153,535
"908","STM0998","SL1344_0935",0,939,0,939
"909","STM0999","SL1344_0936",0,820,0,820
"910","STM1000","SL1344_0937",0,1122,0,1122
"911","STM1001","SL1344_0938",4.14e-102,364,4.1e-102,364
"912","STM1002","SL1344_0939",0,982,0,982
"913","STM1003","SL1344_0940",0,1190,0,1190
"914","STM1004","SL1344_0941",0,968,0,968
"915","STM1005","SL1344_0942",0,1058,0,1058
"916","STM1006","SL1344_0943",4.8e-55,207,4.75e-55,207
