"locus_tag","logFC","logCPM","PValue","FDR","gene_name","zscore","model","DE_rec"
"SL1344_3378",-1.3,6.08,0.04,0.08,"SL1344_3378",-0.630476108305221,"HeLa-RNAseq","FDR>=0.05"
"SL1344_3745",1.51,3.55,0.14,0.24,"SL1344_3745",0.732322248877603,"HeLa-RNAseq","FDR>=0.05"
"SL1344_3943",-0.65,6.29,0.07,0.14,"yihD",-0.31523805415261,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4248",-4.27,3.84,0,0,"SL1344_4248",-2.07087152497176,"HeLa-RNAseq","Attenuated"
"SL1344_P2_0008",1.34,4.97,0.05,0.1,"yaeB",0.649875373176151,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0329",-2.8,3.44,0.04,0.08,"SL1344_0329",-1.35794854096509,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0445",-0.67,10.51,0.01,0.03,"hupB",-0.324937686588075,"HeLa-RNAseq","Attenuated"
"SL1344_1186",0.11,6.8,0.78,0.84,"SL1344_1186",0.0533479783950572,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2312",5.51,7.7,0,0,"SL1344_2312",2.67224873597059,"HeLa-RNAseq","Amplified"
"SL1344_2836",1.91,5.65,0,0,"hypC",0.926314897586902,"HeLa-RNAseq","Amplified"
"SL1344_3001",0.44,7.55,0.44,0.56,"yohL",0.213391913580229,"HeLa-RNAseq","FDR>=0.05"
"SL1344_3296",0.94,4.92,0.09,0.17,"ptsO",0.455882724466852,"HeLa-RNAseq","FDR>=0.05"
"SL1344_3335",2.27,4.49,0,0,"yhcO",1.10090828142527,"HeLa-RNAseq","Amplified"
"SL1344_3538",1.02,4.63,0.11,0.2,"yhhL",0.494681254208712,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4109",-1.82,11.75,0,0,"hupA",-0.882666551627309,"HeLa-RNAseq","Attenuated"
"SL1344_4129",-0.79,5.31,0.12,0.21,"yjbD",-0.383135481200865,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0361",1.14,5.52,0.01,0.03,"yahO",0.552879048821501,"HeLa-RNAseq","Amplified"
"SL1344_1235",-2.2,4.35,0,0.01,"SL1344_1235",-1.06695956790114,"HeLa-RNAseq","Attenuated"
"SL1344_1558",-2.35,5.83,0,0,"SL1344_1558",-1.13970681116713,"HeLa-RNAseq","Attenuated"
"SL1344_2349",-0.94,5.83,0.02,0.05,"yfcL",-0.455882724466852,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2936",1.05,7.12,0,0,"SL1344_2936",0.509230702861909,"HeLa-RNAseq","Amplified"
"SL1344_3086",-0.07,5.89,0.85,0.9,"yggX",-0.0339487135241273,"HeLa-RNAseq","FDR>=0.05"
"SL1344_3483",0.64,7.97,0.07,0.14,"SL1344_3483",0.310388237934878,"HeLa-RNAseq","FDR>=0.05"
"SL1344_3707",-1.81,8.24,0,0,"rpoZ",-0.877816735409577,"HeLa-RNAseq","Attenuated"
"SL1344_4322",3.21,3.75,0.01,0.02,"yjfY",1.55679100589212,"HeLa-RNAseq","Amplified"
"SL1344_1227",1.82,6.12,0,0,"yeaC",0.882666551627309,"HeLa-RNAseq","Amplified"
"SL1344_1710",4.13,4.99,0,0,"ychH",2.00297409792351,"HeLa-RNAseq","Amplified"
"SL1344_0677",-1.28,5.31,0.01,0.03,"ybfE",-0.620776475869756,"HeLa-RNAseq","Attenuated"
"SL1344_0725",-0.05,6.54,0.88,0.92,"ybgE",-0.0242490810886623,"HeLa-RNAseq","FDR>=0.05"
"SL1344_1023",0.64,4.05,0.53,0.64,"yccX",0.310388237934878,"HeLa-RNAseq","FDR>=0.05"
"SL1344_1998",-3.08,3.51,0.02,0.04,"cbiN",-1.4937433950616,"HeLa-RNAseq","Attenuated"
"SL1344_2130",2.22,3.58,0.04,0.08,"yehE",1.07665920033661,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2586",0.28,3.24,0.79,0.86,"SL1344_2586",0.135794854096509,"HeLa-RNAseq","FDR>=0.05"
"SL1344_3870",-1.47,5.47,0.01,0.02,"ppiC",-0.712922984006673,"HeLa-RNAseq","Attenuated"
"SL1344_4199",-2.8,7.03,0,0,"yjcB",-1.35794854096509,"HeLa-RNAseq","Attenuated"
"SL1344_P2_0004",2.14,7.48,0,0,"yacB",1.03786067059475,"HeLa-RNAseq","Amplified"
"SL1344_0155",-6.7,3.47,0,0,"SL1344_0155",-3.24937686588075,"HeLa-RNAseq","Attenuated"
"SL1344_0386",-1.99,6.63,0,0,"yaiE",-0.965113427328761,"HeLa-RNAseq","Attenuated"
"SL1344_0919",-0.4,8.11,0.11,0.19,"himD",-0.193992648709299,"HeLa-RNAseq","FDR>=0.05"
"SL1344_1415",6.86,8.98,0,0,"asr",3.32697392536447,"HeLa-RNAseq","Amplified"
"SL1344_1479",0.75,5.57,0.26,0.37,"SL1344_1479",0.363736216329935,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2359",0.11,6.96,0.75,0.82,"yfcZ",0.0533479783950572,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2599",0.93,3.05,0.44,0.56,"SL1344_2599",0.45103290824912,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2733",-1.92,5.26,0.17,0.28,"SL1344_2733",-0.931164713804634,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4380",0.77,5.97,0.12,0.21,"relE",0.3734358487654,"HeLa-RNAseq","FDR>=0.05"
"SL1344_P2_0053",-1.01,11.72,0,0,"pndC",-0.489831437990979,"HeLa-RNAseq","Attenuated"
"SL1344_P3_0011",1.41,7.83,0,0.01,"mobC",0.683824086700278,"HeLa-RNAseq","Amplified"
"SL1344_P1_0104",-0.59,5.49,0.24,0.36,"SL1344_P1_0104",-0.286139156846216,"HeLa-RNAseq","FDR>=0.05"
"SL1344_1768",2.35,8.44,0,0,"SL1344_1768",1.13970681116713,"HeLa-RNAseq","Amplified"
"SL1344_3125",3.04,5.32,0,0,"yghW",1.47434413019067,"HeLa-RNAseq","Amplified"
"SL1344_3278",1.66,5.71,0.02,0.06,"nlp",0.80506949214359,"HeLa-RNAseq","FDR>=0.05"
"SL1344_3293",0.96,7.34,0,0,"yhbH",0.465582356902317,"HeLa-RNAseq","Amplified"
"SL1344_3618",1.04,7.6,0.01,0.02,"SL1344_3618",0.504380886644177,"HeLa-RNAseq","Amplified"
"SL1344_3749",2.42,4.67,0,0.01,"SL1344_3749",1.17365552469126,"HeLa-RNAseq","Amplified"
"SL1344_4459",0.56,7.04,0.24,0.36,"SL1344_4459",0.271589708193018,"HeLa-RNAseq","FDR>=0.05"
"SL1344_P2_0103",-1.42,6.44,0.02,0.04,"traA",-0.688673902918011,"HeLa-RNAseq","Attenuated"
"SL1344_0083",5.21,9.36,0,0,"SL1344_0083",2.52675424943862,"HeLa-RNAseq","Amplified"
"SL1344_0849",-0.8,3.86,0.33,0.45,"ybjC",-0.387985297418598,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0956",-2.6,7.19,0,0,"SL1344_0956",-1.26095221661044,"HeLa-RNAseq","Attenuated"
"SL1344_1260",0.64,4.79,0.27,0.39,"ydiZ",0.310388237934878,"HeLa-RNAseq","FDR>=0.05"
"SL1344_1816",-0.22,8.82,0.47,0.59,"yebG",-0.106695956790114,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2658",-0.86,5.77,0.12,0.21,"rnfH",-0.417084194724992,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2732",-2.15,5.83,0,0,"SL1344_2732",-1.04271048681248,"HeLa-RNAseq","Attenuated"
"SL1344_3077",-1.35,5.41,0.01,0.03,"yggU",-0.654725189393883,"HeLa-RNAseq","Attenuated"
"SL1344_3614",0.6,5.62,0.17,0.27,"yiaG",0.290988973063948,"HeLa-RNAseq","FDR>=0.05"
"SL1344_3980",1.65,6.16,0.07,0.14,"SL1344_3980",0.800219675925857,"HeLa-RNAseq","FDR>=0.05"
"SL1344_P1_0078",-0.3,7.06,0.53,0.64,"SL1344_P1_0078",-0.145494486531974,"HeLa-RNAseq","FDR>=0.05"
"SL1344_1109",-4.3,5.46,0,0,"flgM",-2.08542097362496,"HeLa-RNAseq","Attenuated"
"SL1344_3270",-1.62,7.5,0,0,"yhbY",-0.78567022727266,"HeLa-RNAseq","Attenuated"
"SL1344_3280",-1.47,5.73,0,0.01,"yrbA",-0.712922984006673,"HeLa-RNAseq","Attenuated"
"SL1344_3739",1.1,3.38,0.22,0.34,"SL1344_3739",0.533479783950572,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4028",4.05,6.84,0,0,"yneC",1.96417556818165,"HeLa-RNAseq","Amplified"
"SL1344_4253",-0.05,6.06,0.9,0.94,"SL1344_4253",-0.0242490810886623,"HeLa-RNAseq","FDR>=0.05"
"SL1344_P1_0013",-0.18,3.59,0.92,0.94,"traQ",-0.0872966919191844,"HeLa-RNAseq","FDR>=0.05"
"SL1344_1669",-0.64,5.98,0.1,0.18,"yciI",-0.310388237934878,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2705",1.31,3.17,0.33,0.45,"SL1344_2705",0.635325924522953,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2916",1.27,4.41,0.05,0.1,"ygbF",0.615926659652024,"HeLa-RNAseq","FDR>=0.05"
"SL1344_3281",-0.68,6.76,0.03,0.07,"yrbB",-0.329787502805808,"HeLa-RNAseq","FDR>=0.05"
"SL1344_3358",-1.19,8.31,0,0,"fis",-0.577128129910164,"HeLa-RNAseq","Attenuated"
"SL1344_P2_0054A",0.37,14.05,0.22,0.33,"SL1344_P2_0054A",0.179443200056101,"HeLa-RNAseq","FDR>=0.05"
"SL1344_P1_0082",0.35,5.54,0.63,0.72,"SL1344_P1_0082",0.169743567620636,"HeLa-RNAseq","FDR>=0.05"
"SL1344_1464",3.06,4.25,0,0,"SL1344_1464",1.48404376262614,"HeLa-RNAseq","Amplified"
"SL1344_1630",1.5,6.36,0,0,"ycjE",0.72747243265987,"HeLa-RNAseq","Amplified"
"SL1344_1922",1.01,4.8,0.31,0.43,"SL1344_1922",0.489831437990979,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2753",-0.26,3.82,0.81,0.87,"SL1344_2753",-0.126095221661044,"HeLa-RNAseq","FDR>=0.05"
"SL1344_3064",-3.73,4.75,0,0,"yqgD",-1.80898144921421,"HeLa-RNAseq","Attenuated"
"SL1344_3203",-0.33,6.17,0.32,0.44,"yqjK",-0.160043935185171,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0002",-0.95,8.61,0,0,"thrA",-0.460732540684585,"HeLa-RNAseq","Attenuated"
"SL1344_0003",2.72,8.95,0,0,"thrB",1.31915001122323,"HeLa-RNAseq","Amplified"
"SL1344_0004",2.29,9.49,0,0,"thrC",1.11060791386074,"HeLa-RNAseq","Amplified"
"SL1344_0005",1.04,6.39,0.01,0.02,"yaaA",0.504380886644177,"HeLa-RNAseq","Amplified"
"SL1344_0006",2.35,7.47,0,0,"yaaJ",1.13970681116713,"HeLa-RNAseq","Amplified"
"SL1344_0007",-0.89,9.19,0,0,"talB",-0.43163364337819,"HeLa-RNAseq","Attenuated"
"SL1344_0008",-1.9,6.14,0,0,"mog",-0.921465081369169,"HeLa-RNAseq","Attenuated"
"SL1344_0009",-1.15,4.67,0.09,0.16,"yaaH",-0.557728865039234,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0011",0.66,3.32,0.47,0.59,"yaaI",0.320087870370343,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0013",-0.7,6.43,0.07,0.13,"dnaJ",-0.339487135241273,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0014",-0.81,3.85,0.38,0.51,"SL1344_0014",-0.39283511363633,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0016",0.18,3.7,0.9,0.93,"SL1344_0016",0.0872966919191844,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0018",-0.29,7.17,0.59,0.69,"chiA",-0.140644670314242,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0019",-1.35,5.71,0.05,0.1,"SL1344_0019",-0.654725189393883,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0020",-2.8,3.45,0.31,0.44,"SL1344_0020",-1.35794854096509,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0021",-0.95,3.59,0.55,0.66,"bcfA",-0.460732540684585,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0023",0.97,4.09,0.24,0.36,"bcfC",0.470432173120049,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0024",-1.66,3.49,0.29,0.42,"bcfD",-0.80506949214359,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0028",1.01,4.76,0.11,0.19,"bcfH",0.489831437990979,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0029",-1.68,4.14,0.09,0.17,"SL1344_0029",-0.814769124579055,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0031",0.17,3.44,0.9,0.93,"SL1344_0031",0.082446875701452,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0033",-0.05,4.71,0.95,0.97,"SL1344_0033",-0.0242490810886623,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0034",-0.8,5.09,0.28,0.41,"SL1344_0034",-0.387985297418598,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0036",0.42,5.51,0.61,0.71,"SL1344_0036",0.203692281144764,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0037",-0.17,4.72,0.82,0.88,"SL1344_0037",-0.082446875701452,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0038",-4.91,4.23,0.03,0.07,"SL1344_0038",-2.38125976290664,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0039",-0.86,5.55,0.25,0.37,"SL1344_0039",-0.417084194724992,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0040",-0.96,8.83,0,0,"nhaA",-0.465582356902317,"HeLa-RNAseq","Attenuated"
"SL1344_0041",-1.66,7.88,0,0,"nhaR",-0.80506949214359,"HeLa-RNAseq","Attenuated"
"SL1344_0042",0.87,4.49,0.28,0.4,"SL1344_0042",0.421934010942725,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0049",0.02,5.84,0.96,0.98,"fkpB",0.00969963243546494,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0050",-0.22,7.59,0.46,0.58,"ispH",-0.106695956790114,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0051",-1.24,5.65,0.02,0.04,"SL1344_0051",-0.601377210998826,"HeLa-RNAseq","Attenuated"
"SL1344_0052",-0.01,5.84,0.98,0.99,"rihC",-0.00484981621773247,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0053",2.04,3.89,0.02,0.05,"citB2",0.989362508417424,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0054",3.8,4.71,0,0,"citA2",1.84293016273834,"HeLa-RNAseq","Amplified"
"SL1344_0059",1.14,3.58,0.47,0.59,"citC2",0.552879048821501,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0061",-2.82,3.4,0.33,0.45,"citE2",-1.36764817340056,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0062",0.69,4.13,0.63,0.73,"citF2",0.33463731902354,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0063",1.24,3.49,0.39,0.52,"citX2",0.601377210998826,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0064",-5.07,3.81,0.03,0.07,"citG2",-2.45885682239036,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0067",-0.91,6.99,0,0.01,"carA",-0.441333275813655,"HeLa-RNAseq","Attenuated"
"SL1344_0068",1.01,8.29,0.06,0.12,"carB",0.489831437990979,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0069",0.58,4.41,0.4,0.53,"caiF",0.281289340628483,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0071",-3.33,3.42,0.24,0.36,"caiD",-1.61498880050491,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0072",-0.38,4.17,0.67,0.76,"caiC",-0.184293016273834,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0073",0.12,4.36,0.88,0.92,"caiB",0.0581977946127896,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0074",0.51,5.23,0.45,0.57,"caiA",0.247340627104356,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0076",-4.64,3.35,0.07,0.13,"fixA",-2.25031472502787,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0080",-0.09,5.29,0.89,0.93,"yaaU",-0.0436483459595922,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0082",4.88,8.4,0,0,"SL1344_0082",2.36671031425344,"HeLa-RNAseq","Amplified"
"SL1344_0083A",5.43,7.11,0,0,"SL1344_0083A",2.63345020622873,"HeLa-RNAseq","Amplified"
"SL1344_0084",1.96,6.6,0,0,"SL1344_0084",0.950563978675564,"HeLa-RNAseq","Amplified"
"SL1344_0086",0.6,3.8,0.4,0.52,"yabF",0.290988973063948,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0087",0.12,5.21,0.81,0.87,"kefC",0.0581977946127896,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0089",0.72,6.97,0.01,0.03,"apaH",0.349186767676738,"HeLa-RNAseq","Amplified"
"SL1344_0090",0.23,6.35,0.5,0.62,"apaG",0.111545773007847,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0091",0.59,7.56,0.02,0.05,"ksgA",0.286139156846216,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0092",0.06,7.73,0.82,0.87,"pdxAa",0.0290988973063948,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0093",0.63,8.95,0,0.01,"surA",0.305538421717146,"HeLa-RNAseq","Amplified"
"SL1344_0095",0.11,6.07,0.76,0.83,"djlA",0.0533479783950572,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0096",-0.97,5.75,0.02,0.04,"rluA",-0.470432173120049,"HeLa-RNAseq","Attenuated"
"SL1344_0097",-1.17,7.47,0,0,"hepA",-0.567428497474699,"HeLa-RNAseq","Attenuated"
"SL1344_0098",-1.1,7.52,0,0.01,"polB",-0.533479783950572,"HeLa-RNAseq","Attenuated"
"SL1344_0099",-1.83,4.35,0.04,0.09,"SL1344_0099",-0.887516367845042,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0100",-1.99,4.44,0.46,0.58,"SL1344_0100",-0.965113427328761,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0101",-0.2,3.52,0.86,0.91,"araD",-0.0969963243546494,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0102",1.08,4.29,0.26,0.37,"araA",0.523780151515107,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0103",3.05,4.07,0.17,0.27,"araB",1.4791939464084,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0104",2.87,5.52,0,0,"araC",1.39189725448922,"HeLa-RNAseq","Amplified"
"SL1344_0105",0.24,6.42,0.54,0.65,"yabI",0.116395589225579,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0106",-1.79,3.59,0.12,0.21,"thiQ",-0.868117102974112,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0107",-2.43,5.11,0,0.01,"thiP",-1.17850534090899,"HeLa-RNAseq","Attenuated"
"SL1344_0108",-0.96,5.32,0.19,0.3,"tbpA",-0.465582356902317,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0109",-0.92,4.69,0.15,0.24,"yabN",-0.446183092031387,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0110",0.46,5.18,0.31,0.43,"leuD",0.223091546015694,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0111",0.31,6.27,0.38,0.5,"leuC",0.150344302749707,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0112",0.77,6.47,0.02,0.05,"leuB",0.3734358487654,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0113",0.02,6.91,0.93,0.96,"leuA",0.00969963243546494,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0115",1.43,4.47,0.1,0.18,"leuO",0.693523719135743,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0116",0.47,6.54,0.16,0.26,"ilvI",0.227941362233426,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0117",0.74,6.06,0.07,0.13,"ilvH",0.358886400112203,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0118",-0.23,7.18,0.43,0.55,"fruR",-0.111545773007847,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0119",0.27,8.85,0.24,0.36,"mraZ",0.130945037878777,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0120",0.21,9.1,0.35,0.47,"mraW",0.101846140572382,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0121",0.45,8.86,0.09,0.17,"ftsL",0.218241729797961,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0122",-0.93,11.04,0.03,0.07,"ftsI",-0.45103290824912,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0124",-0.08,7.42,0.77,0.84,"murF",-0.0387985297418598,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0126",0.15,8.55,0.46,0.58,"murD",0.072747243265987,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0130",-0.93,8.47,0,0,"ddlB",-0.45103290824912,"HeLa-RNAseq","Attenuated"
"SL1344_0134",-0.51,11.17,0.01,0.03,"lpxC",-0.247340627104356,"HeLa-RNAseq","Attenuated"
"SL1344_0135",-1,6.02,0.01,0.03,"yacA",-0.484981621773247,"HeLa-RNAseq","Attenuated"
"SL1344_0136",-1.04,8.87,0,0,"secA",-0.504380886644177,"HeLa-RNAseq","Attenuated"
"SL1344_0137",-0.91,3.83,0.21,0.32,"mutT",-0.441333275813655,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0139",-1.01,5.76,0.03,0.07,"yacF",-0.489831437990979,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0140",-0.71,5.77,0.12,0.21,"coaE",-0.344336951459005,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0141",-1.37,7.99,0,0,"guaC",-0.664424821829348,"HeLa-RNAseq","Attenuated"
"SL1344_0143",0.55,3.78,0.65,0.75,"pilB",0.266739891975286,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0145",-0.8,5.19,0.08,0.16,"nadC",-0.387985297418598,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0146",-0.34,6.17,0.36,0.48,"ampD",-0.164893751402904,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0147",-0.82,6.39,0.02,0.05,"ampE",-0.397684929854062,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0148",-3.01,3.86,0.02,0.04,"SL1344_0148",-1.45979468153747,"HeLa-RNAseq","Attenuated"
"SL1344_0149",0.18,4.1,0.8,0.86,"SL1344_0149",0.0872966919191844,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0150",-1.26,6.37,0,0,"aroP",-0.611076843434291,"HeLa-RNAseq","Attenuated"
"SL1344_0151",-3.62,9.37,0,0,"pdhR",-1.75563347081915,"HeLa-RNAseq","Attenuated"
"SL1344_0152",-2.49,11.12,0,0,"aceE",-1.20760423821538,"HeLa-RNAseq","Attenuated"
"SL1344_0153",-2.22,10.21,0,0,"aceF",-1.07665920033661,"HeLa-RNAseq","Attenuated"
"SL1344_0157",0.8,3.66,0.41,0.53,"yacH",0.387985297418598,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0159",-0.55,9.61,0.02,0.04,"acnB",-0.266739891975286,"HeLa-RNAseq","Attenuated"
"SL1344_0160",-1.12,6.79,0,0,"SL1344_0160",-0.543179416386037,"HeLa-RNAseq","Attenuated"
"SL1344_0161",-0.89,6.98,0,0.01,"yacL",-0.43163364337819,"HeLa-RNAseq","Attenuated"
"SL1344_0162",-2.05,3.89,0.14,0.24,"kdgT",-0.994212324635156,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0163",0.2,4.38,0.8,0.87,"SL1344_0163",0.0969963243546494,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0164",-1.61,6.71,0,0,"pdxAb",-0.780820411054927,"HeLa-RNAseq","Attenuated"
"SL1344_0165",-1.33,7.54,0,0,"SL1344_0165",-0.645025556958418,"HeLa-RNAseq","Attenuated"
"SL1344_0166",0.39,6.05,0.3,0.42,"speD",0.189142832491566,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0167",-0.46,7.39,0.11,0.19,"speE",-0.223091546015694,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0168",-0.65,6.7,0.05,0.1,"yacC",-0.31523805415261,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0169",-0.1,6.45,0.75,0.82,"cueO",-0.0484981621773247,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0170",0.3,7.41,0.28,0.4,"gcd",0.145494486531974,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0171",-1.48,7.47,0,0,"hpt",-0.717772800224405,"HeLa-RNAseq","Attenuated"
"SL1344_0173",-0.29,6.17,0.53,0.64,"yadG",-0.140644670314242,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0174",-0.58,5.97,0.17,0.27,"yadH",-0.281289340628483,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0175",-1.9,3.97,0.17,0.27,"stiH",-0.921465081369169,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0176",-0.03,3.85,0.98,0.99,"stiC",-0.0145494486531974,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0179",3.15,3.84,0.01,0.03,"yadI",1.52769210858573,"HeLa-RNAseq","Amplified"
"SL1344_0180",-0.01,5.93,0.98,0.99,"yadE",-0.00484981621773247,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0181",-0.55,5.8,0.2,0.31,"panD",-0.266739891975286,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0182",-0.45,5.53,0.38,0.51,"panC",-0.218241729797961,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0183",-1.39,4.43,0.08,0.15,"panB",-0.674124454264813,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0184",-1.17,4.64,0.06,0.12,"folK",-0.567428497474699,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0185",-1.48,7.71,0,0,"pcnB",-0.717772800224405,"HeLa-RNAseq","Attenuated"
"SL1344_0186",-0.27,6.1,0.47,0.59,"yadB",-0.130945037878777,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0187",-0.72,8.43,0,0.01,"dksA",-0.349186767676738,"HeLa-RNAseq","Attenuated"
"SL1344_0188",0.3,6.26,0.37,0.49,"sfsA",0.145494486531974,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0189",-1.07,5.07,0.04,0.09,"ligT",-0.518930335297374,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0190",-0.59,7.19,0.07,0.14,"hrpB",-0.286139156846216,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0191",0.23,8.79,0.3,0.43,"mrcB",0.111545773007847,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0192",-2.22,8.87,0,0,"fhuA",-1.07665920033661,"HeLa-RNAseq","Attenuated"
"SL1344_0193",-2.39,6.17,0,0,"fhuC",-1.15910607603806,"HeLa-RNAseq","Attenuated"
"SL1344_0194",-0.87,6.66,0.01,0.02,"fhuD",-0.421934010942725,"HeLa-RNAseq","Attenuated"
"SL1344_0195",-1.5,6.84,0,0,"fhuB",-0.72747243265987,"HeLa-RNAseq","Attenuated"
"SL1344_0196",-4.24,3.52,0.1,0.17,"stfA",-2.05632207631857,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0197",1.41,5.28,0.03,0.06,"stfC",0.683824086700278,"HeLa-RNAseq","FDR>=0.05"
