LT2_tag,SL1344_tag,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
STM2224,SL1344_2201,1.54E-58,219,1.52E-58,219
STM2225,SL1344_2202,2.13E-141,495,2.11E-141,495
STM2226,SL1344_2203,0,816,0,816
STM2227,SL1344_2204,6.25E-48,183,6.19E-48,183
STM2228,SL1344_2205,0,1374,0,1374
STM2230,SL1344_2206,3.99E-108,385,3.62E-108,385
STM2231,SL1344_2207,4.46E-63,234,4.42E-63,234
STM2232,SL1344_2208,0,1434,0,1434
STM2233,SL1344_2209,1.02E-105,376,1.01E-105,376
STM2234,SL1344_2210,3.03E-120,425,3.03E-120,425
STM2235,SL1344_2211,0,996,0,996
STM2236,SL1344_2212,5.26E-123,434,5.21E-123,434
STM2237,SL1344_2213,8.03E-76,276,7.96E-76,276
STM2238,SL1344_2214,0,1031,0,1031
STM2239,SL1344_2215,6.36E-83,300,6.3E-83,300
STM2240,SL1344_1960,0,784,0,784
STM2240,SL1344_2216,0,810,0,810
STM2241,SL1344_2217,0,1905,0,1905
STM2242,SL1344_2218,5.9E-42,163,5.84E-42,163
STM2243,SL1344_2219,1.18E-174,606,1.23E-174,606
STM2244,SL1344_2220,3.13E-42,164,3.1E-42,164
STM2245,SL1344_2221,3.89E-130,458,3.85E-130,458
STM2246,SL1344_2222,1.29E-142,500,1.28E-142,500
STM2247,SL1344_2223,0,670,0,670
STM2248,SL1344_2223A,3.52E-113,401,3.49E-113,401
STM2248,SL1344_3780,3.52E-113,401,3.49E-113,401
STM2249,SL1344_2223B,0,825,0,825
STM2249,SL1344_3781,0,825,0,825
STM2250,SL1344_2223C,3.2E-106,378,3.17E-106,378
STM2250,SL1344_3782,4.06E-105,374,4.02E-105,374
STM2251,SL1344_3782A,1.35E-44,114,1.34E-44,114
STM2252,SL1344_2223E,1.89E-173,602,1.9E-173,602
STM2252,SL1344_3783,1.89E-173,602,1.87E-173,602
STM2255,SL1344_2225,2.41E-131,462,2.39E-131,462
STM2256,SL1344_2226,1.81E-104,372,1.79E-104,372
STM2257,SL1344_2227,0,696,0,696
STM2258,SL1344_2228,4.12E-147,485,4.08E-147,485
STM2259,SL1344_2229,0,1969,0,1969
STM2260,SL1344_2230,6.1E-61,226,6.04E-61,226
STM2261,SL1344_2231,2.82E-120,425,2.79E-120,425
STM2262,SL1344_2232,4.19E-101,361,4.15E-101,361
STM2263,SL1344_2233,0,862,0,862
STM2264,SL1344_2234,3.94E-148,518,3.9E-148,518
STM2265,SL1344_2235,0,801,0,801
STM2266,SL1344_2236,0,822,0,822
STM2267,SL1344_2237,0,785,0,785
STM2269,SL1344_2238,0,2103,0,2103
STM2270,SL1344_2239,1.2E-149,523,1.18E-149,523
STM2271,SL1344_2240,0,1110,0,1110
STM2272,SL1344_2241,0,1882,0,1882
STM2273,SL1344_2242,0,966,0,966
STM2274,SL1344_2243,0,980,0,980
STM2275,SL1344_2244,6.62E-158,551,4.98E-158,551
STM2276,SL1344_2245,1.88E-169,589,1.86E-169,589
STM2277,SL1344_2246,0,1820,0,1820
STM2278,SL1344_2247,0,900,0,900
STM2279,SL1344_2248,1.49E-56,212,1.48E-56,212
STM2280,SL1344_2249,0,972,0,972
STM2281,SL1344_2250,0,683,0,683
STM2282,SL1344_2251,0,871,0,871
STM2283,SL1344_2252,0,894,0,894
STM2284,SL1344_2253,0,1253,0,1253
STM2285,SL1344_2254,0,744,0,744
STM2286,SL1344_2255,0,970,0,970
STM2287,SL1344_2256,0,754,0,754
STM2288,SL1344_2257,3.27E-38,150,3.23E-38,150
STM2289,SL1344_2258,0,639,0,639
STM2290,SL1344_2259,0,994,0,994
STM2291,SL1344_2260,0,975,0,975
STM2292,SL1344_2261,9.18E-176,610,9.09E-176,610
STM2293,SL1344_2262,0,900,0,900
STM2294,SL1344_2263,8.05E-129,454,6.76E-129,454
STM2295,SL1344_2264,7.01E-94,337,6.94E-94,337
STM2296,SL1344_2265,3.9E-133,468,3.86E-133,468
STM2297,SL1344_2266,0,923,0,923
STM2298,SL1344_2267,0,747,0,747
STM2299,SL1344_2268,0,1590,0,1590
STM2300,SL1344_2269,0,714,0,714
STM2301,SL1344_2270,0,1109,0,1109
STM2302,SL1344_2271,2.72E-58,218,1.8E-58,218
STM2303,SL1344_2272,8.26E-86,310,8.18E-86,310
STM2304,SL1344_2273,2.13E-56,211,2.11E-56,211
STM2305,SL1344_2274,0,1103,0,1103
STM2306,SL1344_2275,0,704,0,704
STM2307,SL1344_2276,0,701,0,701
STM2308,SL1344_2277,1.04E-177,616,1.03E-177,616
STM2309,SL1344_2278,0,1336,0,1336
STM2310,SL1344_2279,0,1039,0,1039
STM2311,SL1344_2280,4.96E-67,247,4.91E-67,247
STM2312,SL1344_2281,1.48E-105,376,1.46E-105,376
STM2313,SL1344_2282,0,732,0,732
STM2314,SL1344_2283,0,817,0,817
STM2315,SL1344_2284,0,1346,0,1346
STM2316,SL1344_2285,0,947,0,947
STM2317,SL1344_2286,0,1254,0,1254
STM2318,SL1344_2287,0,1418,0,1418
STM2319,SL1344_2288,1.44E-72,265,1.43E-72,265
STM2320,SL1344_2289,3.04E-121,291,3.01E-121,291
STM2321,SL1344_2290,4.31E-128,451,4.27E-128,451
STM2322,SL1344_2291,0,764,0,764
STM2323,SL1344_2292,0,1301,0,1301
STM2324,SL1344_2293,0,1091,0,1091
STM2325,SL1344_2294,1.02E-115,410,1.01E-115,410
STM2326,SL1344_2295,0,1471,0,1471
STM2327,SL1344_2296,3.72E-155,541,3.68E-155,541
STM2328,SL1344_2297,5.39E-102,364,5.34E-102,364
STM2329,SL1344_2298,7.18E-32,128,7.11E-32,128
STM2330,SL1344_2299,0,672,0,672
STM2331,SL1344_2300,0,975,0,975
STM2332,SL1344_2301,1.89E-132,466,1.87E-132,466
STM2333,SL1344_2302,0,1293,0,1293
STM2334,SL1344_2303,1.6E-160,559,1.59E-160,559
STM2335,SL1344_2304,6.28E-114,404,6.22E-114,404
STM2336,SL1344_2305,1.7E-103,369,1.68E-103,369
STM2337,SL1344_2306,0,936,0,936
STM2338,SL1344_2307,0,1598,0,1598
STM2339,SL1344_2308,0,1158,0,1158
STM2340,SL1344_2309,0,704,0,704
STM2341,SL1344_2310,0,648,0,648
STM2342,SL1344_2311,0,1060,0,1060
STM2343,SL1344_2312,9.79E-62,229,9.69E-62,229
STM2344,SL1344_2313,7.48E-98,350,7.41E-98,350
STM2345,SL1344_2314,0,814,0,814
STM2346,SL1344_2315,4.43E-129,424,4.39E-129,424
STM2347,SL1344_2316,2.33E-124,439,2.31E-124,439
STM2348,SL1344_2317,3.07E-145,508,3.04E-145,508
STM2349,SL1344_2318,2.85E-152,532,2.82E-152,532
STM2350,SL1344_2319,0,561,0,561
STM2351,SL1344_2320,8.41E-167,580,8.33E-167,580
STM2352,SL1344_2321,1.22E-148,520,1.21E-148,520
STM2353,SL1344_2322,4.95E-158,551,4.9E-158,551
STM2354,SL1344_2323,1.08E-177,616,1.07E-177,616
STM2355,SL1344_2324,9.22E-180,623,9.13E-180,623
STM2356,SL1344_2325,1.29E-124,440,1.28E-124,440
STM2357,SL1344_2326,0,1049,0,1049
STM2358,SL1344_2327,0,876,0,876
STM2359,SL1344_2328,0,1061,0,1061
STM2360,SL1344_2329,0,1129,0,1129
STM2361,SL1344_2330,0,1089,0,1089
STM2362,SL1344_2331,0,1196,0,1196
STM2363,SL1344_2332,1.72E-110,392,1.71E-110,392
STM2365,SL1344_2334,0,989,0,989
STM2366,SL1344_2335,0,521,0,521
STM2367,SL1344_2336,4.69E-154,538,4.64E-154,538
STM2368,SL1344_2337,6.99E-180,624,6.92E-180,624
STM2369,SL1344_2338,0,806,0,806
STM2370,SL1344_2339,0,926,0,926
STM2371,SL1344_2340,0,696,0,696
STM2372,SL1344_2341,0,853,0,853
STM2373,SL1344_2342,5.55E-85,307,5.5E-85,307
STM2374,SL1344_2343,2.92E-53,201,2.89E-53,201
STM2375,SL1344_2344,3.11E-86,311,3.08E-86,311
STM2376,SL1344_2345,1.07E-119,423,1.06E-119,423
STM2377,SL1344_2346,5.92E-149,521,5.86E-149,521
STM2378,SL1344_2347,0,884,0,884
STM2379,SL1344_2348,0,861,0,861
STM2380,SL1344_2349,1.61E-63,235,1.59E-63,235
STM2381,SL1344_2350,2.32E-132,465,2.29E-132,465
STM2382,SL1344_2351,5.94E-170,591,5.88E-170,591
STM2383,SL1344_2352,6.06E-179,613,6E-179,613
STM2384,SL1344_2353,0,857,0,857
STM2385,SL1344_2354,0,773,0,773
STM2386,SL1344_2355,1.05E-126,446,1.04E-126,446
STM2387,SL1344_2356,9.05E-111,393,8.96E-111,393
STM2388,SL1344_2357,0,1585,0,1585
STM2389,SL1344_2358,0,939,0,939
STM2390,SL1344_2359,2.9E-62,231,2.87E-62,231
STM2391,SL1344_2360,0,1063,0,1063
STM2392,SL1344_2361,4E-178,618,3.96E-178,618
STM2393,SL1344_2362,0,735,0,735
STM2395,SL1344_2363,0,772,0,772
STM2396,SL1344_2364,0,979,0,979
STM2397,SL1344_2365,0,1251,0,1251
STM2398,SL1344_2366,0,928,0,928
STM2399,SL1344_2367,0,1120,0,1120
STM2400,SL1344_2368,5.39E-49,187,5.34E-49,187
STM2401,SL1344_2369,0,759,0,759
STM2402,SL1344_2370,0,989,0,989
STM2403,SL1344_2371,0,773,0,773
STM2404,SL1344_2372,0,642,0,642
STM2405,SL1344_2373,0,1307,0,1307
STM2406,SL1344_2374,0,804,0,804
STM2407,SL1344_2375,4.92E-66,244,4.88E-66,244
STM2408,SL1344_2376,0,924,0,924
STM2409,SL1344_2377,0,813,0,813
STM2410,SL1344_2378,0,1673,0,1673
STM2413,SL1344_2379,2.02E-77,282,2E-77,282
STM2414,SL1344_2380,3.1E-85,308,3.07E-85,308
STM2415,SL1344_2381,0,1148,0,1148
STM2420,SL1344_2382,0,731,0,731
STM2421,SL1344_2384,0,1023,0,1023
STM2422,SL1344_2385,0,670,0,670
STM2423,SL1344_2386,1.68E-179,622,1.66E-179,622
STM2424,SL1344_2387,0,734,0,734
STM2425,SL1344_2388,0,767,0,767
STM2426,SL1344_2389,1.9E-49,188,1.88E-49,188
STM2427,SL1344_2390,0,1565,0,1565
STM2429,SL1344_2392,0,626,0,626
STM2430,SL1344_2393,0,774,0,774
STM2431,SL1344_2394,3.64E-55,207,3.61E-55,207
STM2432,SL1344_2395,0,1261,0,1261
STM2433,SL1344_2396,2.5E-106,379,2.48E-106,379
STM2434,SL1344_2397,3.2E-51,194,3.17E-51,194
STM2435,SL1344_2398,4.66E-179,487,4.61E-179,487
STM2436,SL1344_2399,0,979,0,979
STM2437,SL1344_2400,2.55E-169,588,2.52E-169,588
STM2438,SL1344_2401,1.15E-81,296,1.14E-81,296
STM2439,SL1344_2402,1.94E-122,432,1.92E-122,432
STM2440,SL1344_2403,0,652,0,652
STM2441,SL1344_2404,0,866,0,866
STM2442,SL1344_2405,0,693,0,693
STM2443,SL1344_2406,7.34E-155,526,7.27E-155,526
STM2444,SL1344_2407,0,805,0,805
STM2445,SL1344_2408,6.26E-179,621,6.2E-179,621
STM2446,SL1344_2409,0,720,0,720
STM2447,SL1344_2410,1.2E-131,463,1.19E-131,463
STM2448,SL1344_2411,3.41E-92,331,3.38E-92,331
STM2449,SL1344_2412,1.1E-95,343,8.13E-96,343
STM2450,SL1344_2413,0,644,0,644
STM2451,SL1344_2414,0,765,0,765
STM2452,SL1344_2415,5.85E-76,277,5.79E-76,277
STM2453,SL1344_2416,0,1039,0,1039
STM2454,SL1344_2417,0,858,0,858
STM2455,SL1344_2418,1.18E-105,376,1.17E-105,376
STM2456,SL1344_2419,1.73E-145,445,1.71E-145,445
STM2457,SL1344_2420,0,693,0,693
STM2458,SL1344_2421,0,1073,0,1073
STM2459,SL1344_2422,0,1088,0,1088
STM2460,SL1344_2423,0,988,0,988
STM2461,SL1344_2424,0,786,0,786
STM2462,SL1344_2425,0,628,0,628
STM2463,SL1344_2426,0,981,0,981
STM2464,SL1344_2427,1.02E-68,253,1.01E-68,253
STM2465,SL1344_2428,1.35E-68,252,1.34E-68,252
STM2466,SL1344_2429,0,789,0,789
STM2467,SL1344_2430,0,643,0,643
STM2468,SL1344_2431,2.62E-154,539,2.6E-154,539
STM2469,SL1344_2432,2.52E-107,382,2.5E-107,382
STM2470,SL1344_2433,5.06E-78,284,5.01E-78,284
STM2471,SL1344_0885,6.61E-108,384,6.55E-108,384
STM2471,SL1344_1166,6.61E-108,384,7.52E-108,384
STM2471,SL1344_1746,6.61E-108,384,6.55E-108,384
STM2471,SL1344_1886,6.61E-108,384,7.52E-108,384
STM2471,SL1344_2434,6.61E-108,384,6.55E-108,384
STM2471,SL1344_3267,6.61E-108,384,6.55E-108,384
STM2471,SL1344_3446,6.61E-108,384,6.55E-108,384
STM2472,SL1344_2435,0,1443,0,1443
STM2473,SL1344_2436,0,731,0,731
STM2474,SL1344_2437,0,1611,0,1611
STM2475,SL1344_2438,2.83E-50,191,2.8E-50,191
STM2476,SL1344_2439,0,841,0,841
STM2477,SL1344_2440,1.66E-127,449,1.64E-127,449
STM2478,SL1344_2441,0,1052,0,1052
STM2479,SL1344_2442,0,1559,0,1559
STM2480,SL1344_2443,0,1167,0,1167
STM2481,SL1344_2444,0,2335,0,2335
STM2482,SL1344_2445,3.77E-81,294,3.73E-81,294
STM2483,SL1344_2446,0,907,0,907
STM2484,SL1344_2447,6E-43,166,5.94E-43,166
STM2485,SL1344_2448,0,1398,0,1398
STM2486,SL1344_2449,1.79E-179,557,1.78E-179,557
STM2487,SL1344_2450,7.08E-174,604,7.01E-174,604
STM2488,SL1344_2451,0,578,0,578
STM2489,SL1344_2452,0,698,0,698
STM2490,SL1344_2453,2.82E-128,452,2.44E-128,452
STM2491,SL1344_2454,1.94E-108,385,1.92E-108,385
STM2492,SL1344_2455,6.5E-52,197,3.59E-52,197
STM2493,SL1344_2456,0,527,0,527
STM2494,SL1344_2457,0,1079,0,1079
STM2495,SL1344_2458,1.24E-75,276,1.23E-75,276
STM2496,SL1344_2459,3.02E-167,582,2.99E-167,582
STM2497,SL1344_2460,0,946,0,946
STM2498,SL1344_2461,1.05E-144,506,1.04E-144,506
STM2499,SL1344_2462,0,787,0,787
STM2500,SL1344_2463,1.09E-144,506,1.08E-144,506
STM2501,SL1344_2464,0,1590,0,1590
STM2502,SL1344_2465,0,1049,0,1049
STM2503,SL1344_2466,0,1065,0,1065
STM2505,SL1344_2467,5.11E-55,207,5.06E-55,207
STM2506,SL1344_2468,1.02E-38,152,1.01E-38,152
STM2508,SL1344_2469,1.18E-72,266,1.17E-72,266
STM2509,SL1344_2470,7.02E-81,293,6.95E-81,293
STM2510,SL1344_2471,0,1255,0,1255
STM2511,SL1344_2472,0,753,0,753
STM2512,SL1344_2473,0,1004,0,1004
STM2514,SL1344_2475,0,3653,0,3719
STM2515,SL1344_2477,0,4382,0,4383
STM2516,SL1344_2478,0,738,0,738
STM2517,SL1344_2479,0,1516,0,1516
STM2518,SL1344_2480,3.69E-50,190,3.66E-50,190
STM2519,SL1344_2481,0,1105,0,1105
STM2520,SL1344_2482,0,889,0,889
STM2521,SL1344_2483,3.43E-139,488,3.4E-139,488
STM2522,SL1344_2484,0,1007,0,1007
STM2523,SL1344_2485,0,822,0,822
STM2524,SL1344_2486,0,455,0,455
STM2525,SL1344_2487,0,922,0,922
STM2526,SL1344_2488,4.44E-96,344,4.39E-96,344
STM2527,SL1344_2489,0,635,0,635
STM2528,SL1344_2490,0,627,0,627
STM2529,SL1344_2491,5.62E-153,534,5.56E-153,534
STM2530,SL1344_2492,0,1870,0,1870
STM2531,SL1344_2493,0,1857,0,1857
STM2532,SL1344_2494,0,2922,0,2922
STM2533,SL1344_2495,2.05E-172,599,2.03E-172,599
STM2534,SL1344_2496,6.05E-157,547,5.99E-157,547
STM2535,SL1344_2497,1.27E-175,610,1.24E-175,610
STM2536,SL1344_2498,0,958,0,958
STM2537,SL1344_2499,1.68E-43,168,1.67E-43,168
STM2538,SL1344_2500,2.68E-74,271,2.65E-74,271
STM2539,SL1344_2501,0,998,0,998
STM2540,SL1344_2502,2E-103,369,1.98E-103,369
STM2541,SL1344_2503,8.34E-73,266,8.26E-73,266
STM2542,SL1344_2504,5.49E-84,304,5.44E-84,304
STM2543,SL1344_2505,0,917,0,917
STM2544,SL1344_2506,1.09E-96,347,1.08E-96,347
STM2545,SL1344_2507,5.27E-166,577,5.26E-166,577
STM2546,SL1344_2508,0,640,0,640
STM2547,SL1344_2509,0,707,0,707
STM2548,SL1344_2510,0,819,0,819
STM2549,SL1344_2511,0,676,0,676
STM2550,SL1344_2512,0,819,0,819
STM2551,SL1344_2513,0,712,0,712
STM2552,SL1344_2514,1.27E-134,473,1.26E-134,473
STM2553,SL1344_2515,0,1015,0,1015
STM2554,SL1344_2516,0,725,0,725
STM2555,SL1344_2517,0,512,0,512
STM2556,SL1344_2518,0,956,0,956
STM2557,SL1344_2519,0,1198,0,1198
STM2558,SL1344_2520,0,1125,0,1125
STM2559,SL1344_2521,0,1652,0,1652
STM2560,SL1344_2522,0,820,0,820
STM2561,SL1344_2523,1.56E-75,275,1.54E-75,275
STM2562,SL1344_2524,0,1026,0,1026
STM2563,SL1344_2525,1.01E-169,443,9.96E-170,443
STM2564,SL1344_2526,0,1038,0,1038
STM2565,SL1344_2527,0,3060,0,3060
STM2567,SL1344_2529,0,1061,0,1061
STM2568,SL1344_2530,1.71E-128,452,1.69E-128,452
STM2569,SL1344_2531,4.14E-137,481,4.1E-137,481
STM2570,SL1344_2532,0,1049,0,1049
STM2571,SL1344_2533,0,692,0,692
STM2572,SL1344_2534,1.91E-175,609,1.89E-175,609
STM2573,SL1344_2535,0,672,0,672
STM2574,SL1344_2536,0,967,0,967
STM2575,SL1344_2537,0,716,0,716
STM2576,SL1344_2538,2.17E-60,225,2.15E-60,225
STM2577,SL1344_2539,2.34E-86,312,2.32E-86,312
STM2578,SL1344_2540,3.04E-151,528,3.03E-151,528
STM2579,SL1344_2541,2.39E-164,572,2.37E-164,572
STM2580,SL1344_2542,0,731,0,731
STM2581,SL1344_2543,6.73E-138,484,5.75E-138,484
STM2582,SL1344_2544,0,756,0,756
STM2583,SL1344_2545,0,1292,0,1292
STM2584,SL1344_2546,0,1079,0,1079
STM2585,SL1344_2547,1.98E-98,352,2.1E-98,352
STM2585A,SL1344_2549,5.78E-51,193,5.72E-51,193
STM2586,SL1344_2550,7.53E-138,484,7.46E-138,484
STM2587,SL1344_2551,0,670,0,670
STM2588,SL1344_2552,0,1096,0,1096
STM2589,SL1344_2553,0,2650,0,2650
STM2590,SL1344_2554,1.91E-155,542,1.9E-155,542
STM2591,SL1344_2555,9.99E-149,520,1.26E-148,520
STM2592,SL1344_2556,2.1E-163,569,2.09E-163,569
STM2593,SL1344_2557,6.85E-78,283,6.79E-78,283
STM2594,SL1344_2558,0,1285,0,1285
STM2595,SL1344_2559,1.23E-72,266,1.1E-72,266
STM2596,SL1344_2560,1.66E-93,336,1.64E-93,336
STM2597,SL1344_2561,2.25E-171,595,2.23E-171,595
STM2598,SL1344_2562,1.23E-93,336,1.22E-93,336
STM2599,SL1344_2563,0,977,0,977
STM2600,SL1344_2564,3.69E-137,481,3.65E-137,481
STM2601,SL1344_2565,3.53E-83,301,3.49E-83,301
STM2602,SL1344_2566,3.21E-83,301,3.18E-83,301
STM2603,SL1344_2567,0,812,0,812
STM2604,SL1344_2568,1.5E-74,272,1.48E-74,272
STM2605,SL1344_2569,0,1169,0,1169
STM2606,SL1344_2570,0,1263,0,1263
STM2607,SL1344_2571,3.97E-45,173,3.93E-45,173
STM2608,SL1344_2572,0,1546,0,1546
STM2609,SL1344_2573,2.94E-127,448,2.91E-127,448
STM2610,SL1344_2574,1.69E-89,322,1.68E-89,322
STM2611,SL1344_2575,7.04E-97,347,7.4E-97,347
STM2612,SL1344_0966,1.23E-95,343,1.21E-95,343
STM2612,SL1344_2576,4.73E-100,358,4.68E-100,358
STM2613,SL1344_0965A,7.42E-75,273,7.55E-75,273
STM2614,SL1344_2577,1.5E-159,556,1.48E-159,556
STM2616,SL1344_2578,1.9E-129,456,1.88E-129,456
STM2617,SL1344_2579,8.45E-157,547,8.36E-157,547
STM2618,SL1344_2580,1.57E-28,117,1.55E-28,117
STM2619,SL1344_2581,2.09E-125,442,2.07E-125,442
STM2620,SL1344_2582,7.37E-133,467,7.29E-133,467
STM2621,SL1344_0957,4.29E-51,193,4.25E-51,193
STM2621,SL1344_2584,1.94E-49,188,1.92E-49,188
STM2622,SL1344_0956,1.17E-62,232,1.16E-62,232
STM2623,SL1344_0955,4.17E-69,254,4.13E-69,254
STM2624,SL1344_0954,8.03E-79,286,7.95E-79,286
STM2625,SL1344_0953,8.73E-172,597,8.64E-172,597
STM2626,SL1344_0952,0,798,0,798
STM2627,SL1344_0951,4E-85,308,3.96E-85,308
STM2628,SL1344_0950,6.67E-78,284,5.14E-78,284
STM2629,SL1344_0949,5.11E-55,207,5.06E-55,207
STM2630,SL1344_0948,5.08E-31,126,5.03E-31,126
STM2632,SL1344_0946,0,2210,0,2209
STM2633,SL1344_0945,0,869,0,864
STM2633,SL1344_2597A,0,866,0,866
STM2634,SL1344_0944,1.99E-53,201,1.97E-53,201
STM2634,SL1344_2598,4.06E-54,204,4.02E-54,204
STM2635,SL1344_2599,3.4E-64,237,3.36E-64,237
STM2636,SL1344_2600,0,983,0,983
STM2637,SL1344_2601,1.34E-95,343,1.32E-95,343
STM2638,SL1344_2602,0,729,0,729
STM2639,SL1344_2603,4.99E-151,528,4.94E-151,528
STM2640,SL1344_2604,3.66E-129,455,3.63E-129,455
STM2641,SL1344_2605,0,1240,0,1240
STM2642,SL1344_2606,5.78E-171,594,5.73E-171,594
STM2643,SL1344_2607,0,960,0,960
STM2644,SL1344_2608,0,703,0,703
STM2645,SL1344_2609,6.05E-139,487,5.99E-139,487
STM2646,SL1344_2610,2.21E-85,308,2.19E-85,308
STM2647,SL1344_2611,7.97E-164,570,7.89E-164,570
STM2648,SL1344_2612,0,829,0,829
STM2649,SL1344_2613,8.13E-96,343,8.05E-96,343
STM2650,SL1344_2614,8.49E-157,547,8.41E-157,547
STM2651,SL1344_2615,0,2035,0,2035
STM2652,SL1344_2616,0,1045,0,1045
STM2653,SL1344_2617,4.48E-73,267,4.44E-73,267
STM2654,SL1344_2618,0,1010,0,1010
STM2655,SL1344_2619,9.75E-105,373,9.65E-105,373
STM2660,SL1344_2620,0,1854,0,1854
STM2661,SL1344_2621,4.86E-173,601,4.86E-173,601
STM2662,SL1344_2622,0,771,0,771
STM2663,SL1344_2623,3.32E-168,585,3.29E-168,585
STM2665,SL1344_2624,1.13E-79,289,1.12E-79,289
STM2667,SL1344_2625,0,909,0,909
STM2668,SL1344_2626,0,759,0,759
STM2669,SL1344_2627,0,826,0,835
STM2670,SL1344_2628,0,850,0,850
STM2671,SL1344_2629,1.07E-115,410,1.06E-115,410
STM2672,SL1344_2630,0,977,0,977
STM2673,SL1344_2646,1.28E-72,266,1.26E-72,266
STM2674,SL1344_2647,0,628,0,628
STM2675,SL1344_2648,3.45E-125,441,3.41E-125,441
STM2676,SL1344_2649,8.87E-51,193,8.78E-51,193
STM2677,SL1344_2650,0,1014,0,1014
STM2678,SL1344_2651,0,631,0,631
STM2679,SL1344_2652,0,905,0,905
STM2680,SL1344_2653,2.42E-139,489,2.4E-139,489
STM2681,SL1344_2654,4.66E-125,441,4.61E-125,441
STM2683,SL1344_2655,0,697,0,697
STM2684,SL1344_2656,0,1204,0,1204
STM2685,SL1344_2657,1.13E-75,276,1.12E-75,276
STM2686,SL1344_2658,4.19E-62,231,4.15E-62,231
STM2687,SL1344_2659,5.07E-100,358,4.73E-100,358
STM2688,SL1344_2660,1.69E-110,392,1.68E-110,392
STM2690,SL1344_2662,0,1032,0,1032
STM2691,SL1344_2663,0,1094,0,1094
STM2692,SL1344_2664,0,898,0,898
STM2694,SL1344_2665,6.79E-50,189,6.73E-50,189
STM2695,SL1344_2666,0,846,0,846
STM2696,SL1344_2667,5.23E-112,397,5.18E-112,397
STM2697,SL1344_2668,0,1611,0,1365
STM2698,SL1344_2669,2.63E-24,102,2.61E-24,102
STM2699,SL1344_2670,1.69E-70,259,1.67E-70,259
STM2700,SL1344_2671,3.78E-103,368,3.74E-103,368
STM2701,SL1344_2672,0,914,0,914
STM2704,SL1344_2675,3.35E-80,291,2.33E-69,255
STM2705,SL1344_1929,5.54E-81,295,5.29E-81,295
STM2706,SL1344_2676,0,614,0,643
STM2707,SL1344_2677,2.24E-138,485,2.22E-138,485
STM2708,SL1344_2678,0,711,0,711
STM2709,SL1344_2679,1.06E-73,270,1.06E-73,270
STM2710,SL1344_2680,1.95E-133,469,1.93E-133,469
STM2711,SL1344_2681,6.39E-76,277,7.42E-82,297
STM2712,SL1344_2682,7.81E-83,300,7.74E-83,300
STM2713,SL1344_2683,7.52E-42,163,4.12E-42,163
STM2714,SL1344_2684,2.95E-95,341,2.92E-95,341
STM2715,SL1344_2686,1.82E-106,379,1.62E-106,379
STM2716,SL1344_2687,2.36E-45,174,2.33E-45,174
STM2717,SL1344_2688,5.9E-42,163,5.84E-42,163
STM2718,SL1344_2689,3.86E-105,374,3.82E-105,374
STM2719,SL1344_2690,7.47E-144,504,7.4E-144,504
STM2720,SL1344_2691,0,813,0,758
STM2721,SL1344_2692,5.68E-173,601,5.69E-173,601
STM2722,SL1344_2693,0,1420,0,1420
STM2723,SL1344_2694,0,781,0,781
STM2727,SL1344_2699,1.25E-42,166,8.02E-43,166
STM2728,SL1344_2700,1.52E-31,128,1.51E-31,128
STM2729,SL1344_2701,0,1590,0,1590
STM2730,SL1344_2702,5.87E-157,548,5.82E-157,548
STM2731,SL1344_2703,9.09E-25,106,3.85E-30,124
STM2732,SL1344_2638,8.79E-16,76.7,8.52E-16,76.7
STM2733,SL1344_2704,7.83E-63,233,7.66E-63,233
STM2736,SL1344_2706,2.71E-107,382,2.68E-107,382
STM2737,SL1344_2707,1.08E-29,122,1.14E-29,122
STM2739,SL1344_2709,0,790,0,790
STM2740,SL1344_2723,0,830,0,830
STM2741,SL1344_2725,1.07E-133,470,1.16E-133,470
STM2742,SL1344_2726,0,953,0,953
STM2743,SL1344_2727,0,662,0,662
STM2744,SL1344_2728,4.33E-45,173,4.29E-45,173
STM2745,SL1344_2729,0,874,0,874
STM2746,SL1344_2730,0,685,0,685
STM2747,SL1344_2731,0,638,0,638
STM2748,SL1344_2732,1.23E-63,236,9.02E-64,236
STM2749,SL1344_2733,4.26E-63,234,4.22E-63,234
STM2750,SL1344_2734,7.82E-120,423,7.75E-120,423
STM2751,SL1344_2735,2.69E-84,305,2.66E-84,305
STM2752,SL1344_2736,0,722,0,722
STM2753,SL1344_2737,0,820,0,820
STM2754,SL1344_2738,0,970,0,970
STM2755,SL1344_2739,2.57E-151,528,2.55E-151,528
STM2756,SL1344_2740,5.74E-135,474,5.68E-135,474
STM2757,SL1344_2741,0,695,0,695
STM2758,SL1344_2742,0,1262,0,1262
STM2759,SL1344_2743,0,1381,0,1381
STM2760,SL1344_2744,0,732,0,732
STM2761,SL1344_2745,0,1451,0,1451
STM2762,SL1344_2746,0,1013,0,1013
STM2763,SL1344_2747,1.37E-136,479,2.23E-136,479
STM2764,SL1344_2747A,5.28E-108,307,3.4E-107,307
STM2765,SL1344_2750,1.27E-57,215,1.26E-57,215
STM2766,SL1344_2751,4.51E-150,524,4.46E-150,524
STM2767,SL1344_2752,0,1515,0,1515
STM2768,SL1344_2753,1.1E-65,243,1.09E-65,243
STM2769,SL1344_2754,0,681,0,681
STM2770,SL1344_2755,3.68E-122,431,3.64E-122,431
STM2771,SL1344_2756,0,1063,0,1063
