# file_a	file_b
# a	b	evalue_ab	bitscore_ab	evalue_ba	bitscore_ba
# FN424405.1.fasta	SL1344_combined.fasta
# 0	1524	0	1524
STMMW_05351	SL1344_0458	0.0	1591	0.0	1591
STMMW_05361	SL1344_0459	0.0	1048	0.0	1048
STMMW_05371	SL1344_0460	1.26e-163	571	9.44e-164	571
STMMW_05381	SL1344_0461	0.0	2859	0.0	2859
STMMW_05391	SL1344_0462	3.95e-137	483	3.75e-137	483
STMMW_05401	SL1344_0463	4.93e-39	156	2.52e-39	156
STMMW_05411	SL1344_0464	0.0	870	0.0	870
STMMW_05421	SL1344_0465	0.0	1020	0.0	1020
STMMW_05431	SL1344_0466	7.25e-114	405	6.90e-114	405
STMMW_05441	SL1344_0467	0.0	693	0.0	693
STMMW_05451	SL1344_0468	0.0	5818	0.0	5818
STMMW_05461	SL1344_0469	0.0	2206	0.0	2206
STMMW_05471	SL1344_0470	0.0	1208	0.0	1208
STMMW_05481	SL1344_0471	0.0	6200	0.0	6200
STMMW_05491	SL1344_0472	0.0	1729	0.0	1729
STMMW_05501	SL1344_0473	1.22e-85	311	1.16e-85	311
STMMW_05511	SL1344_0474	0.0	953	0.0	953
STMMW_05531	SL1344_0476	0.0	1020	0.0	1020
STMMW_05541	SL1344_0477	0.0	3563	0.0	3563
STMMW_05551	SL1344_0478	2.41e-175	610	2.12e-175	610
STMMW_05561	SL1344_0479	0.0	1120	0.0	1120
STMMW_05571	SL1344_0480	0.0	3463	0.0	3463
STMMW_05581	SL1344_0481	0.0	1192	0.0	1192
STMMW_05591	SL1344_0482	0.0	1779	0.0	1779
STMMW_05601	SL1344_0483	0.0	1790	0.0	1790
STMMW_05611	SL1344_0484	0.0	2410	0.0	2410
STMMW_05621	SL1344_0485	0.0	3092	0.0	3092
STMMW_05631	SL1344_0486	0.0	2255	0.0	2255
STMMW_05641	SL1344_0487	0.0	3053	0.0	3053
STMMW_05651	SL1344_0488	0.0	887	0.0	887
STMMW_05661	SL1344_0489	0.0	1469	0.0	1469
STMMW_05671	SL1344_0490	0.0	1530	0.0	1530
STMMW_05681	SL1344_0491	0.0	4621	0.0	4621
STMMW_05691	SL1344_0492	0.0	771	0.0	771
STMMW_05701	SL1344_0493	0.0	837	0.0	837
STMMW_05711	SL1344_0494	0.0	1696	0.0	1696
STMMW_05721	SL1344_0495	0.0	1253	0.0	1253
STMMW_05731	SL1344_0496	0.0	1441	0.0	1441
STMMW_05741	SL1344_0497	0.0	1574	0.0	1574
STMMW_05751	SL1344_0498	0.0	1424	0.0	1424
STMMW_05761	SL1344_0499	0.0	1136	0.0	1136
STMMW_05771	SL1344_0500	0.0	1269	0.0	1269
STMMW_05781	SL1344_0501	0.0	4460	0.0	4460
STMMW_05791	SL1344_0502	0.0	2089	0.0	2089
STMMW_05801	SL1344_0503	0.0	1530	0.0	1530
STMMW_05811	SL1344_0504	0.0	1879	0.0	1879
STMMW_05821	SL1344_0505	0.0	1219	0.0	1219
STMMW_05831	SL1344_0506	0.0	2023	0.0	2023
STMMW_05841	SL1344_0507	0.0	1712	0.0	1712
STMMW_05851	SL1344_0508	0.0	893	0.0	893
STMMW_05861	SL1344_0509	0.0	1513	0.0	1513
STMMW_05871	SL1344_0510	0.0	3291	0.0	3291
STMMW_05881	SL1344_0511	0.0	1435	0.0	1435
STMMW_05891	SL1344_0512	0.0	1624	0.0	1624
STMMW_05901	SL1344_0513	0.0	2305	0.0	2305
STMMW_05911	SL1344_0515	0.0	1912	0.0	1912
STMMW_05921	SL1344_0517	0.0	2394	0.0	2394
STMMW_05931	SL1344_0518	0.0	2122	0.0	2122
STMMW_05941	SL1344_0519	0.0	1452	0.0	1452
STMMW_05951	SL1344_0520	0.0	2283	0.0	2283
STMMW_05961	SL1344_0521	0.0	1940	0.0	1940
STMMW_05971	SL1344_0522	0.0	3075	0.0	3075
STMMW_05981	SL1344_0523	0.0	2327	0.0	2327
STMMW_05991	SL1344_0524	0.0	1496	0.0	1496
STMMW_06001	SL1344_0525	0.0	1652	0.0	1652
STMMW_06011	SL1344_0526	0.0	1973	0.0	1973
STMMW_06021	SL1344_0527	0.0	937	0.0	937
STMMW_06031	SL1344_0528	0.0	1336	0.0	1336
STMMW_06041	SL1344_0529	0.0	915	0.0	915
STMMW_06051	SL1344_0530	0.0	2560	0.0	2560
STMMW_06061	SL1344_0531	0.0	1524	0.0	1524
STMMW_06071	SL1344_0532	0.0	809	0.0	809
STMMW_06081	SL1344_0533	0.0	1009	0.0	1009
STMMW_06091	SL1344_0534	1.52e-110	394	1.45e-110	394
STMMW_06101	SL1344_0535	0.0	1596	0.0	1596
STMMW_06111	SL1344_0536	0.0	1003	0.0	1003
STMMW_06121	SL1344_0537	0.0	987	0.0	987
STMMW_06131	SL1344_0538	0.0	1280	0.0	1280
STMMW_06141	SL1344_0539	0.0	4826	0.0	4826
STMMW_06151	SL1344_0540	0.0	1862	0.0	1862
STMMW_06161	SL1344_0541	0.0	959	0.0	959
STMMW_06171	SL1344_0542	0.0	1170	0.0	1170
STMMW_06181	SL1344_0543	0.0	1336	0.0	1336
STMMW_06191	SL1344_0544	2.13e-165	577	2.03e-165	577
STMMW_06201	SL1344_0545	0.0	1103	0.0	1103
STMMW_06211	SL1344_0546	9.34e-154	538	8.89e-154	538
STMMW_06231	SL1344_0547	0.0	3048	0.0	3048
STMMW_06241	SL1344_0548	0.0	1712	0.0	1712
STMMW_06251	SL1344_0549	0.0	671	0.0	671
STMMW_06261	SL1344_0550	2.23e-175	610	2.12e-175	610
STMMW_06271	SL1344_0550A	7.91e-124	438	7.42e-124	438
STMMW_06281	SL1344_0551	0.0	1580	0.0	1580
STMMW_06291	SL1344_0552	0.0	2449	0.0	2449
STMMW_06301	SL1344_0553	7.80e-124	438	7.42e-124	438
STMMW_06311	SL1344_0554	0.0	1026	0.0	1026
STMMW_06321	SL1344_0555	0.0	2172	0.0	2172
STMMW_06331	SL1344_0556	0.0	2577	0.0	2577
STMMW_06341	SL1344_0557	0.0	2089	0.0	2089
STMMW_06351	SL1344_0558	0.0	3640	0.0	3640
STMMW_06361	SL1344_0559	0.0	5036	0.0	5036
STMMW_06371	SL1344_0560	0.0	1818	0.0	1818
STMMW_06381	SL1344_0561	0.0	1929	0.0	1929
STMMW_06391	SL1344_0562	0.0	1574	0.0	1574
STMMW_06401	SL1344_0563	0.0	1247	0.0	1247
STMMW_06411	SL1344_0564	0.0	865	0.0	865
STMMW_06421	SL1344_0565	0.0	832	0.0	832
STMMW_06431	SL1344_0566	0.0	1203	0.0	1203
STMMW_06441	SL1344_0567	0.0	682	0.0	682
STMMW_06451	SL1344_0568	0.0	1075	0.0	1075
STMMW_06461	SL1344_0569	0.0	632	0.0	632
STMMW_06472	SL1344_0570	1.76e-130	460	1.67e-130	460
STMMW_06481	SL1344_0571	0.0	2067	0.0	2067
STMMW_06491	SL1344_0572	0.0	1303	0.0	1303
STMMW_06501	SL1344_0573	0.0	4156	0.0	4156
STMMW_06511	SL1344_0574	0.0	2244	0.0	2244
STMMW_06521	SL1344_0575	7.25e-114	405	6.90e-114	405
STMMW_06531	SL1344_0576	0.0	7169	0.0	7169
STMMW_06541	SL1344_0577	0.0	2100	0.0	2100
STMMW_06551	SL1344_0578	0.0	1463	0.0	1463
STMMW_06561	SL1344_0579	0.0	1829	0.0	1829
STMMW_06571	SL1344_0580	0.0	1862	0.0	1862
STMMW_06581	SL1344_0581	0.0	2300	0.0	2300
STMMW_06591	SL1344_0582	0.0	1768	0.0	1768
STMMW_06601	SL1344_0583	0.0	2172	0.0	2172
STMMW_06611	SL1344_0584	0.0	2964	0.0	2964
STMMW_06621	SL1344_0585	0.0	1580	0.0	1580
STMMW_06631	SL1344_0586	0.0	1397	0.0	1397
STMMW_06641	SL1344_0587	0.0	765	0.0	765
STMMW_06651	SL1344_0588	0.0	3884	0.0	3884
STMMW_06661	SL1344_0589	3.06e-102	366	2.91e-102	366
STMMW_06671	SL1344_0590	0.0	2012	0.0	2012
STMMW_06681	SL1344_0591	0.0	2145	0.0	2145
STMMW_06691	SL1344_0592	0.0	1142	0.0	1142
STMMW_06701	SL1344_0593	0.0	2283	0.0	2283
STMMW_06711	SL1344_0594	0.0	1663	0.0	1663
STMMW_06721	SL1344_0595	0.0	1375	0.0	1375
STMMW_06731	SL1344_0596	0.0	1042	0.0	1042
STMMW_06741	SL1344_0597	0.0	2892	0.0	2892
STMMW_06751	SL1344_0598	0.0	1037	0.0	1037
STMMW_06761	SL1344_0599	0.0	4205	0.0	4205
STMMW_06771	SL1344_0600	0.0	1031	0.0	1031
STMMW_06781	SL1344_0601	0.0	1419	0.0	1419
STMMW_06791	SL1344_0602	0.0	793	0.0	793
STMMW_06801	SL1344_0603	0.0	2289	0.0	2289
STMMW_06811	SL1344_0604	0.0	760	0.0	760
STMMW_06821	SL1344_0605	0.0	1491	0.0	1491
STMMW_06831	SL1344_0606	0.0	2704	0.0	2704
STMMW_06841	SL1344_0607	0.0	1657	0.0	1657
STMMW_06851	SL1344_0608	0.0	1020	0.0	1020
STMMW_06861	SL1344_0609	0.0	2820	0.0	2820
STMMW_06871	SL1344_0610	0.0	1679	0.0	1679
STMMW_06881	SL1344_0611	4.41e-157	549	4.20e-157	549
STMMW_06891	SL1344_0612	0.0	1989	0.0	1989
STMMW_06901	SL1344_0613	0.0	3070	0.0	3070
STMMW_06911	SL1344_0614	0.0	1258	0.0	1258
STMMW_06921	SL1344_0615	0.0	2316	0.0	2316
STMMW_06931	SL1344_0616	0.0	1059	0.0	1059
STMMW_06941	SL1344_0617	6.97e-109	388	6.73e-109	388
STMMW_06951	SL1344_0618	0.0	710	0.0	710
STMMW_06961	SL1344_0619	0.0	1458	0.0	1458
STMMW_06971	SL1344_0620	1.46e-105	377	1.39e-105	377
STMMW_06981	SL1344_0621	0.0	1784	0.0	1784
STMMW_06991	SL1344_0622	0.0	1762	0.0	1762
STMMW_07001	SL1344_0623	0.0	1064	0.0	1064
STMMW_07011	SL1344_0624	1.95e-100	361	1.33e-100	361
STMMW_07021	SL1344_0625	0.0	2239	0.0	2239
STMMW_07031	SL1344_0626	0.0	1528	0.0	1528
STMMW_07041	SL1344_0627	0.0	2056	0.0	2056
STMMW_07051	SL1344_0628	0.0	3513	0.0	3513
STMMW_07061	SL1344_0629	0.0	865	0.0	865
STMMW_07071	SL1344_0630	1.01e-168	588	9.57e-169	588
STMMW_07081	SL1344_0631	0.0	1125	0.0	1125
STMMW_07091	SL1344_0632	0.0	2023	0.0	2023
STMMW_07101	SL1344_0633	0.0	1186	0.0	1186
STMMW_07111	SL1344_0634	0.0	1906	0.0	1906
STMMW_07121	SL1344_0635	0.0	1092	0.0	1092
STMMW_07131	SL1344_0636	0.0	4771	0.0	4771
STMMW_07141	SL1344_0637	1.11e-153	538	8.89e-154	538
STMMW_07151	SL1344_0638	0.0	2167	0.0	2167
STMMW_07161	SL1344_0639	0.0	1635	0.0	1635
STMMW_07171	SL1344_0640	0.0	3557	0.0	3557
STMMW_07181	SL1344_0641	0.0	876	0.0	876
STMMW_07191	SL1344_0642	0.0	1840	0.0	1840
STMMW_07201	SL1344_0643	0.0	1308	0.0	1308
STMMW_07211	SL1344_0644	0.0	2649	0.0	2649
STMMW_07221	SL1344_0645	0.0	1275	0.0	1275
STMMW_07231	SL1344_0647	0.0	2721	0.0	2721
STMMW_07241	SL1344_0648	0.0	3103	0.0	3103
STMMW_07251	SL1344_0649	0.0	2289	0.0	2289
STMMW_07261	SL1344_0650	0.0	1729	0.0	1729
STMMW_07271	SL1344_0651	0.0	1341	0.0	1341
STMMW_07281	SL1344_0652	0.0	1247	0.0	1247
STMMW_07291	SL1344_0653	0.0	1369	0.0	1369
STMMW_07301	SL1344_0654	0.0	1712	0.0	1712
STMMW_07311	SL1344_0655	0.0	2837	0.0	2837
STMMW_07321	SL1344_0656	0.0	1624	0.0	1624
STMMW_07331	SL1344_0657	0.0	876	0.0	876
STMMW_07341	SL1344_0658	0.0	2006	0.0	2006
STMMW_07351	SL1344_0659	0.0	2632	0.0	2632
STMMW_07361	SL1344_0660	0.0	2172	0.0	2172
STMMW_07371	SL1344_0661	0.0	1064	0.0	1064
STMMW_07381	SL1344_0662	0.0	3075	0.0	3075
STMMW_07391	SL1344_0663	0.0	1391	0.0	1391
STMMW_07401	SL1344_0664	0.0	2255	0.0	2255
STMMW_07411	SL1344_0665	0.0	2134	0.0	2134
STMMW_07421	SL1344_0666	0.0	1480	0.0	1480
STMMW_07431	SL1344_0667	0.0	3607	0.0	3607
STMMW_07441	SL1344_0668	0.0	3075	0.0	3075
STMMW_07451	SL1344_0669	0.0	2599	0.0	2599
STMMW_07461	SL1344_0670	4.85e-177	616	4.61e-177	616
STMMW_07471	SL1344_0671	0.0	2410	0.0	2410
STMMW_07481	SL1344_0672	0.0	2106	0.0	2106
STMMW_07491	SL1344_0673	0.0	2593	0.0	2593
STMMW_07501	SL1344_0674	0.0	1707	0.0	1707
STMMW_07511	SL1344_0675	0.0	837	0.0	837
STMMW_07521	SL1344_0676	0.0	981	0.0	981
STMMW_07531	SL1344_0677	9.10e-149	521	8.65e-149	521
STMMW_07541	SL1344_0678	0.0	1424	0.0	1424
STMMW_07551	SL1344_0679	0.0	1003	0.0	1003
STMMW_07561	SL1344_0680	0.0	2948	0.0	2948
STMMW_07571	SL1344_0681	0.0	898	0.0	898
STMMW_07581	SL1344_0682	0.0	2438	0.0	2438
STMMW_07591	SL1344_0683	0.0	4061	0.0	4061
STMMW_07601	SL1344_0684	0.0	1253	0.0	1253
STMMW_07611	SL1344_0685	0.0	4953	0.0	4953
STMMW_07621	SL1344_0686	0.0	1081	0.0	1081
STMMW_07631	SL1344_0687	0.0	3779	0.0	3779
STMMW_07641	SL1344_0688	0.0	3103	0.0	3103
STMMW_07651	SL1344_0689	3.19e-107	383	3.04e-107	383
STMMW_07661	SL1344_0690	0.0	2627	0.0	2627
STMMW_07671	SL1344_0691	0.0	2732	0.0	2732
STMMW_07681	SL1344_0692	0.0	1369	0.0	1369
STMMW_07691	SL1344_0693	0.0	1214	0.0	1214
STMMW_07701	SL1344_0694	0.0	1724	0.0	1724
STMMW_07711	SL1344_0695	0.0	1358	0.0	1358
STMMW_07721	SL1344_0696	9.47e-66	244	9.01e-66	244
STMMW_07731	SL1344_0697	0.0	1048	0.0	1048
STMMW_07741	SL1344_0698	1.05e-178	621	1.00e-178	621
STMMW_07751	SL1344_0699	0.0	1369	0.0	1369
STMMW_07761	SL1344_0700	0.0	2122	0.0	2122
STMMW_07771	SL1344_0702	0.0	1657	0.0	1657
STMMW_07781	SL1344_0703	0.0	2095	0.0	2095
STMMW_07791	SL1344_0704	0.0	1424	0.0	1424
STMMW_07801	SL1344_0705	0.0	1314	0.0	1314
STMMW_07811	SL1344_0706	0.0	3286	0.0	3286
STMMW_07821	SL1344_0707	0.0	1541	0.0	1541
STMMW_07831	SL1344_0708	0.0	3494	0.0	3494
STMMW_07851	SL1344_0710	0.0	1463	0.0	1463
STMMW_07861	SL1344_0711	0.0	1779	0.0	1779
STMMW_07871	SL1344_0712	0.0	2372	0.0	2372
STMMW_07881	SL1344_0713	0.0	688	0.0	688
STMMW_07891	SL1344_0714	0.0	721	0.0	721
STMMW_07901	SL1344_0715	0.0	643	0.0	643
STMMW_07911	SL1344_0716	0.0	3258	0.0	3258
STMMW_07921	SL1344_0717	0.0	1330	0.0	1330
STMMW_07931	SL1344_0718	0.0	5175	0.0	5175
STMMW_07941	SL1344_0719	0.0	2233	0.0	2233
STMMW_07951	SL1344_0720	0.0	2150	0.0	2150
STMMW_07961	SL1344_0721	0.0	1607	0.0	1607
STMMW_07971	SL1344_0722	0.0	2898	0.0	2898
STMMW_07981	SL1344_0723	0.0	2106	0.0	2106
STMMW_07991	SL1344_0724	8.06e-56	211	7.67e-56	211
STMMW_08001	SL1344_0725	9.10e-149	521	8.65e-149	521
STMMW_08011	SL1344_0726	0.0	749	0.0	749
STMMW_08021	SL1344_0727	0.0	1280	0.0	1280
STMMW_08031	SL1344_0728	0.0	793	0.0	793
STMMW_08041	SL1344_0729	0.0	2261	0.0	2261
STMMW_08051	SL1344_0730	0.0	2388	0.0	2388
STMMW_08061	SL1344_0731	0.0	970	0.0	970
STMMW_08071	SL1344_0732	0.0	1458	0.0	1458
STMMW_08081	SL1344_0733	0.0	1929	0.0	1929
STMMW_08091	SL1344_0734	0.0	1330	0.0	1330
STMMW_08101	SL1344_0735	0.0	1735	0.0	1735
STMMW_08111	SL1344_0736	0.0	715	0.0	715
STMMW_08121	SL1344_0737	0.0	1945	0.0	1945
STMMW_08131	SL1344_0738	0.0	1009	0.0	1009
STMMW_08141	SL1344_0739	0.0	1563	0.0	1563
STMMW_08151	SL1344_0740	0.0	1574	0.0	1574
STMMW_08161	SL1344_0741	0.0	1712	0.0	1712
STMMW_08171	SL1344_0742	0.0	2344	0.0	2344
STMMW_08181	SL1344_0743	8.07e-129	455	7.67e-129	455
STMMW_08191	SL1344_0056	0.0	3136	0.0	3136
STMMW_08191	SL1344_0744	0.0	3147	0.0	3147
STMMW_08201	SL1344_0745	0.0	2217	0.0	2217
STMMW_08211	SL1344_0746	0.0	1286	0.0	1286
STMMW_08221	SL1344_0747	0.0	1995	0.0	1995
STMMW_08231	SL1344_0748	0.0	1435	0.0	1435
STMMW_08241	SL1344_0749	0.0	1391	0.0	1391
STMMW_08251	SL1344_0750	0.0	1923	0.0	1923
STMMW_08261	SL1344_0751	0.0	2122	0.0	2122
STMMW_08271	SL1344_0752	0.0	1934	0.0	1934
STMMW_08281	SL1344_0753	0.0	1879	0.0	1879
STMMW_08291	SL1344_0754	0.0	1679	0.0	1679
STMMW_08301	SL1344_0755	0.0	2726	0.0	2726
STMMW_08311	SL1344_0756	0.0	1452	0.0	1452
STMMW_08321	SL1344_0757	1.92e-75	278	1.03e-75	278
STMMW_08331	SL1344_0758	0.0	1424	0.0	1424
STMMW_08341	SL1344_0759	0.0	1275	0.0	1275
STMMW_08351	SL1344_0760	0.0	1956	0.0	1956
STMMW_08361	SL1344_0761	0.0	1513	0.0	1513
STMMW_08371	SL1344_0762	0.0	1834	0.0	1834
STMMW_08381	SL1344_0763	0.0	2372	0.0	2372
STMMW_08391	SL1344_0764	0.0	2261	0.0	2261
STMMW_08401	SL1344_0765	0.0	1740	0.0	1740
STMMW_08411	SL1344_0766	0.0	1253	0.0	1253
STMMW_08421	SL1344_0767	0.0	3109	0.0	3109
STMMW_08431	SL1344_0768	0.0	2809	0.0	2809
STMMW_08441	SL1344_0769	0.0	881	0.0	881
STMMW_08451	SL1344_0770	0.0	2383	0.0	2383
STMMW_08461	SL1344_0771	0.0	1917	0.0	1917
STMMW_08471	SL1344_0772	0.0	2134	0.0	2134
STMMW_08481	SL1344_0773	0.0	1397	0.0	1397
STMMW_08491	SL1344_0774	0.0	1269	0.0	1269
STMMW_08501	SL1344_0775	0.0	3735	0.0	3735
STMMW_08521	SL1344_0776	0.0	4244	0.0	4244
STMMW_08531	SL1344_0777	0.0	1679	0.0	1679
STMMW_08541	SL1344_0778	0.0	1829	0.0	1829
STMMW_08551	SL1344_0779	0.0	948	0.0	948
STMMW_08561	SL1344_0780	0.0	898	0.0	898
STMMW_08571	SL1344_0781	3.83e-132	466	3.64e-132	466
STMMW_08581	SL1344_0782	0.0	837	0.0	837
STMMW_08591	SL1344_0783	0.0	1303	0.0	1303
STMMW_08601	SL1344_0784	0.0	1308	0.0	1308
STMMW_08611	SL1344_0785	0.0	1125	0.0	1125
STMMW_08621	SL1344_0786	0.0	1037	0.0	1037
STMMW_08631	SL1344_0787	0.0	1779	0.0	1779
STMMW_08641	SL1344_0788	0.0	2289	0.0	2289
STMMW_08651	SL1344_0789	0.0	1397	0.0	1397
STMMW_08661	SL1344_0790	0.0	760	0.0	760
STMMW_08671	SL1344_0791	0.0	2045	0.0	2045
STMMW_08681	SL1344_0792	0.0	2089	0.0	2089
STMMW_08691	SL1344_0793	0.0	3208	0.0	3208
STMMW_08701	SL1344_0794	0.0	1840	0.0	1840
STMMW_08711	SL1344_0795	0.0	1242	0.0	1242
STMMW_08721	SL1344_0796	0.0	2521	0.0	2521
STMMW_08731	SL1344_0797	0.0	3779	0.0	3779
STMMW_08741	SL1344_0798	0.0	1801	0.0	1801
STMMW_08751	SL1344_0799	3.95e-137	483	3.75e-137	483
STMMW_08761	SL1344_0800	1.87e-140	494	1.78e-140	494
STMMW_08771	SL1344_0801	0.0	1685	0.0	1685
STMMW_08781	SL1344_0802	0.0	4106	0.0	4106
STMMW_08791	SL1344_0803	0.0	1336	0.0	1336
STMMW_08801	SL1344_0804	0.0	1219	0.0	1219
STMMW_08811	SL1344_0805	0.0	1375	0.0	1375
STMMW_08821	SL1344_0806	0.0	931	0.0	931
STMMW_08831	SL1344_0807	0.0	1640	0.0	1640
STMMW_08841	SL1344_0808	0.0	953	0.0	953
STMMW_08851	SL1344_0809	0.0	2900	0.0	2900
STMMW_08861	SL1344_0810	0.0	876	0.0	876
STMMW_08871	SL1344_0811	0.0	2045	0.0	2045
STMMW_08881	SL1344_0812	0.0	1701	0.0	1701
STMMW_08891	SL1344_0813	0.0	2937	0.0	2937
STMMW_08901	SL1344_0814	0.0	1375	0.0	1375
STMMW_08911	SL1344_0815	0.0	981	0.0	981
STMMW_08921	SL1344_0817	0.0	2338	0.0	2338
STMMW_08931	SL1344_0818	0.0	1491	0.0	1491
STMMW_08941	SL1344_0819	0.0	4494	0.0	4494
STMMW_08951	SL1344_0820	0.0	1663	0.0	1663
STMMW_08961	SL1344_0821	0.0	1386	0.0	1386
STMMW_08971	SL1344_0822	0.0	2294	0.0	2294
STMMW_08981	SL1344_0823	0.0	1740	0.0	1740
STMMW_08991	SL1344_0824	0.0	3458	0.0	3458
STMMW_09001	SL1344_0825	0.0	2843	0.0	2843
STMMW_09011	SL1344_0826	0.0	1701	0.0	1701
STMMW_09021	SL1344_0827	0.0	1685	0.0	1685
STMMW_09031	SL1344_0828	0.0	2449	0.0	2449
STMMW_09041	SL1344_0829	0.0	710	0.0	710
STMMW_09051	SL1344_0830	0.0	953	0.0	953
STMMW_09061	SL1344_0831	0.0	1574	0.0	1574
STMMW_09071	SL1344_0832	0.0	1751	0.0	1751
STMMW_09081	SL1344_0833	0.0	2150	0.0	2150
STMMW_09091	SL1344_0834	0.0	3114	0.0	3114
STMMW_09101	SL1344_0835	0.0	1646	0.0	1646
STMMW_09111	SL1344_0836	0.0	787	0.0	787
STMMW_09121	SL1344_0837	0.0	1258	0.0	1258
STMMW_09131	SL1344_0838	0.0	1153	0.0	1153
STMMW_09141	SL1344_0839	0.0	2222	0.0	2222
STMMW_09151	SL1344_0840	0.0	1402	0.0	1402
STMMW_09161	SL1344_0841	0.0	1125	0.0	1125
STMMW_09171	SL1344_0842	0.0	2266	0.0	2266
STMMW_09181	SL1344_0843	0.0	1507	0.0	1507
STMMW_09191	SL1344_0844	0.0	2233	0.0	2233
STMMW_09201	SL1344_0845	0.0	1147	0.0	1147
STMMW_09211	SL1344_0846	0.0	3114	0.0	3114
STMMW_09221	SL1344_0847	0.0	699	0.0	699
STMMW_09231	SL1344_0848	8.59e-139	488	8.17e-139	488
STMMW_09241	SL1344_0849	9.34e-154	538	8.89e-154	538
STMMW_09251	SL1344_0850	0.0	1212	0.0	1212
STMMW_09261	SL1344_0852	0.0	1668	0.0	1668
STMMW_09271	SL1344_0853	0.0	881	0.0	881
STMMW_09281	SL1344_0854	0.0	2056	0.0	2056
STMMW_09291	SL1344_0855	0.0	2095	0.0	2095
STMMW_09301	SL1344_0856	0.0	1757	0.0	1757
STMMW_09311	SL1344_0857	0.0	1563	0.0	1563
STMMW_09321	SL1344_0858	0.0	876	0.0	876
STMMW_09331	SL1344_0859	0.0	2084	0.0	2084
STMMW_09341	SL1344_0860	0.0	2483	0.0	2483
STMMW_09351	SL1344_0861	2.18e-170	593	2.08e-170	593
STMMW_09361	SL1344_0862	0.0	2748	0.0	2748
STMMW_09371	SL1344_0863	0.0	1352	0.0	1352
STMMW_09381	SL1344_0864	0.0	1236	0.0	1236
STMMW_09391	SL1344_0865	0.0	1325	0.0	1325
STMMW_09401	SL1344_0866	0.0	1347	0.0	1347
STMMW_09411	SL1344_0867	0.0	1347	0.0	1347
STMMW_09421	SL1344_0868	0.0	953	0.0	953
STMMW_09431	SL1344_0869	4.74e-172	599	4.51e-172	599
STMMW_09441	SL1344_0870	0.0	1535	0.0	1535
STMMW_09451	SL1344_0871	0.0	1873	0.0	1873
STMMW_09461	SL1344_0872	0.0	2649	0.0	2649
STMMW_09471	SL1344_0873	0.0	1753	0.0	1753
STMMW_09481	SL1344_0874	0.0	3164	0.0	3164
STMMW_09491	SL1344_0875	0.0	1796	0.0	1796
STMMW_09501	SL1344_0876	0.0	3048	0.0	3048
STMMW_09511	SL1344_0877	0.0	1463	0.0	1463
STMMW_09521	SL1344_0878	0.0	3064	0.0	3064
STMMW_09531	SL1344_0879	0.0	1790	0.0	1790
STMMW_09541	SL1344_0880	0.0	2061	0.0	2061
STMMW_09551	SL1344_0881	0.0	3576	0.0	3576
STMMW_09561	SL1344_0882	7.36e-114	405	7.00e-114	405
STMMW_09571	SL1344_0883	2.18e-170	593	2.08e-170	593
STMMW_09581	SL1344_0884	0.0	4205	0.0	4205
STMMW_09591	SL1344_0885	0.0	848	0.0	848
STMMW_09591	SL1344_1746	0.0	848	0.0	848
STMMW_09591	SL1344_2434	0.0	848	0.0	848
STMMW_09591	SL1344_3267	0.0	848	0.0	848
STMMW_09591	SL1344_3446	0.0	848	0.0	848
STMMW_09601	SL1344_0886	0.0	1264	0.0	1264
STMMW_09611	SL1344_0887	0.0	743	0.0	743
STMMW_09621	SL1344_0888	0.0	1253	0.0	1253
STMMW_09631	SL1344_0889	0.0	1591	0.0	1591
STMMW_09641	SL1344_0890	0.0	1685	0.0	1685
STMMW_09651	SL1344_0891	7.25e-114	405	6.90e-114	405
STMMW_09661	SL1344_0892	2.62e-175	610	2.12e-175	610
STMMW_09671	SL1344_0893	0.0	1303	0.0	1303
STMMW_09681	SL1344_0894	0.0	3181	0.0	3181
STMMW_09691	SL1344_0895	0.0	3264	0.0	3264
STMMW_09701	SL1344_0896	0.0	1790	0.0	1790
STMMW_09711	SL1344_0897	0.0	915	0.0	915
STMMW_09721	SL1344_0898	0.0	7546	0.0	7546
STMMW_09731	SL1344_0899	0.0	1136	0.0	1136
STMMW_09741	SL1344_0900	0.0	2483	0.0	2483
STMMW_09751	SL1344_0901	0.0	2388	0.0	2388
STMMW_09761	SL1344_0902	0.0	4516	0.0	4516
STMMW_09771	SL1344_0903	0.0	1142	0.0	1142
STMMW_09781	SL1344_0904	0.0	1596	0.0	1596
STMMW_09791	SL1344_0905	0.0	2117	0.0	2117
STMMW_09801	SL1344_0906	0.0	2627	0.0	2627
STMMW_09811	SL1344_0907	0.0	1524	0.0	1524
STMMW_09821	SL1344_0908	1.03e-173	604	9.79e-174	604
STMMW_09831	SL1344_0909	0.0	1768	0.0	1768
STMMW_09841	SL1344_0910	0.0	4217	0.0	4217
STMMW_09851	SL1344_0911	0.0	1585	0.0	1585
STMMW_09861	SL1344_0912	0.0	3253	0.0	3253
STMMW_09871	SL1344_0913	0.0	1280	0.0	1280
STMMW_09881	SL1344_0914	0.0	2012	0.0	2012
STMMW_09891	SL1344_0915	0.0	2372	0.0	2372
STMMW_09901	SL1344_0916	0.0	1408	0.0	1408
STMMW_09911	SL1344_0917	0.0	1264	0.0	1264
STMMW_09921	SL1344_0918	0.0	3092	0.0	3092
STMMW_09931	SL1344_0919	1.98e-150	527	1.88e-150	527
STMMW_09941	SL1344_0920	0.0	4178	0.0	4178
STMMW_09951	SL1344_0921	0.0	3230	0.0	3230
