# s1480_old_locus-2.fa,SL1344_combined.fasta,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
STM14_2719,SL1344_2179,0,1596,0,1596
STM14_2720,SL1344_2180,0,1940,0,1940
STM14_2721,SL1344_2181,0,1585,0,1585
STM14_2722,SL1344_2182,0,3120,0,3120
STM14_2723,SL1344_2183,0,1585,0,1585
STM14_2727,SL1344_2184,0,2089,0,2089
STM14_2728,SL1344_2185,0,2183,0,2183
STM14_2729,SL1344_2186,0,1230,0,1230
STM14_2731,SL1344_2187,9.12E-61,228,8.43E-61,228
STM14_2733,SL1344_2188,8.47E-134,472,8.01E-134,472
STM14_2734,SL1344_2189,0,1053,0,1053
STM14_2735,SL1344_2190,0,1823,0,1823
STM14_2737,SL1344_2191,0,1330,0,1330
STM14_2739,SL1344_2192,0,1059,0,1059
STM14_2740,SL1344_2193,0,2876,0,2876
STM14_2741,SL1344_2194,0,3336,0,3336
STM14_2742,SL1344_2195,0,2023,0,2023
STM14_2743,SL1344_2196,0,1895,0,1895
STM14_2744,SL1344_2197,0,2937,0,2937
STM14_2746,SL1344_2198,0,638,0,638
STM14_2747,SL1344_2199,0,2200,0,2200
STM14_2748,SL1344_2200,0,1286,0,1286
STM14_2749,SL1344_2201,0,3253,0,3253
STM14_2751,SL1344_2202,2.01E-150,527,1.9E-150,527
STM14_2752,SL1344_2203,0,1147,0,1147
STM14_2753,SL1344_2204,0,1862,0,1862
STM14_2754,SL1344_2205,7.67E-119,422,7.24E-119,422
STM14_2756,SL1344_2206,0,3247,0,3247
STM14_2757,SL1344_2207,0,870,0,870
STM14_2758,SL1344_2208,9.48E-154,538,8.98E-154,538
STM14_2759,SL1344_2209,0,3380,0,3380
STM14_2760,SL1344_2210,0,821,0,821
STM14_2761,SL1344_2211,0,976,0,976
STM14_2762,SL1344_2212,0,2294,0,2294
STM14_2763,SL1344_2213,0,832,0,832
STM14_2765,SL1344_2214,2.26E-175,610,2.15E-175,610
STM14_2766,SL1344_2215,0,2460,0,2460
STM14_2767,SL1344_1960,0,682,0,682
STM14_2767,SL1344_2216,0,1768,0,1768
STM14_2769,SL1344_2217,0,1790,0,1790
STM14_2770,SL1344_2218,0,4372,0,4372
STM14_2771,SL1344_2219,1.49E-105,377,1.4E-105,377
STM14_2773,SL1344_2221,0,1463,0,1463
STM14_2775,SL1344_2222,0,1042,0,1042
STM14_2776,SL1344_2223,0,1197,0,1197
STM14_2777,SL1344_2223A,0,1929,0,1929
STM14_2777,SL1344_3780,0,1020,0,1020
STM14_2778,SL1344_2223B,0,1020,0,1020
STM14_2778,SL1344_3781,0,3568,0,3568
STM14_2779,SL1344_2223C,0,3568,0,3568
STM14_2779,SL1344_3782,0,887,0,887
STM14_2780,SL1344_3782A,0,881,0,881
STM14_2781,SL1344_2223E,1.55E-110,394,1.46E-110,394
STM14_2781,SL1344_3783,0,1363,0,1363
STM14_2782,SL1344_2223F,0,1363,0,1363
STM14_2782,SL1344_3784,0,1214,0,1214
STM14_2783,SL1344_2224,0,1214,0,1214
STM14_2783,SL1344_3785,0,1142,0,1142
STM14_2784,SL1344_2225,0,1142,0,1142
STM14_2785,SL1344_2226,0,1114,0,1114
STM14_2786,SL1344_2227,0,832,0,832
STM14_2787,SL1344_2228,0,1607,0,1607
STM14_2788,SL1344_2229,0,1286,0,1286
STM14_2789,SL1344_2230,0,4588,0,4588
STM14_2790,SL1344_2231,8.73E-139,488,8.26E-139,488
STM14_2792,SL1344_2232,0,909,0,909
STM14_2793,SL1344_2233,0,915,0,915
STM14_2794,SL1344_2234,0,3037,0,3037
STM14_2795,SL1344_2235,0,1203,0,1203
STM14_2796,SL1344_2236,0,1962,0,1962
STM14_2797,SL1344_2237,0,1945,0,1945
STM14_2800,SL1344_2238,0,1790,0,1790
STM14_2801,SL1344_2239,0,4926,0,4926
STM14_2802,SL1344_2240,0,1203,0,1203
STM14_2804,SL1344_2241,0,5258,0,5258
STM14_2807,SL1344_2242,0,4870,0,4870
STM14_2808,SL1344_2243,0,2222,0,2222
STM14_2809,SL1344_2244,0,2449,0,2449
STM14_2810,SL1344_2245,0,1286,0,1286
STM14_2812,SL1344_2246,0,1347,0,1347
STM14_2813,SL1344_2247,0,4222,0,4222
STM14_2814,SL1344_2248,0,2089,0,2089
STM14_2815,SL1344_2249,8.47E-134,472,8.01E-134,472
STM14_2816,SL1344_2250,0,2200,0,2200
STM14_2817,SL1344_2251,0,1624,0,1624
STM14_2818,SL1344_2252,0,1978,0,1978
STM14_2819,SL1344_2253,0,2510,0,2510
STM14_2820,SL1344_2254,0,3003,0,3003
STM14_2821,SL1344_2255,0,2327,0,2327
STM14_2824,SL1344_2256,0,2200,0,2200
STM14_2825,SL1344_2257,0,1762,0,1762
STM14_2826,SL1344_2258,1.31E-90,327,1.23E-90,327
STM14_2827,SL1344_2259,0,1485,0,1485
STM14_2828,SL1344_2260,0,2383,0,2383
STM14_2829,SL1344_2261,0,2222,0,2222
STM14_2830,SL1344_2262,0,1447,0,1447
STM14_2831,SL1344_2263,0,2211,0,2211
STM14_2832,SL1344_2264,0,1003,0,1003
STM14_2833,SL1344_2265,0,787,0,787
STM14_2835,SL1344_2266,0,1120,0,1120
STM14_2836,SL1344_2267,0,2106,0,2106
STM14_2837,SL1344_2268,0,1818,0,1818
STM14_2838,SL1344_2269,0,3657,0,3657
STM14_2839,SL1344_2270,0,1663,0,1663
STM14_2840,SL1344_2271,0,3042,0,3042
STM14_2841,SL1344_2272,2.44E-135,477,1.74E-135,477
STM14_2842,SL1344_2273,0,699,0,699
STM14_2843,SL1344_2274,1.84E-135,477,1.74E-135,477
STM14_2844,SL1344_2275,0,2527,0,2527
STM14_2845,SL1344_2276,0,1773,0,1773
STM14_2846,SL1344_2277,0,1585,0,1585
STM14_2847,SL1344_2278,0,1402,0,1402
STM14_2848,SL1344_2279,0,3086,0,3086
STM14_2849,SL1344_2280,0,2394,0,2394
STM14_2850,SL1344_2281,4.59E-162,566,4.44E-162,566
STM14_2851,SL1344_2282,0,854,0,854
STM14_2852,SL1344_2283,0,1674,0,1674
STM14_2853,SL1344_2284,0,1851,0,1851
STM14_2857,SL1344_2285,0,3291,0,3291
STM14_2858,SL1344_2286,0,2693,0,2693
STM14_2859,SL1344_2287,0,2826,0,2826
STM14_2860,SL1344_2288,0,3397,0,3397
STM14_2861,SL1344_2289,2.11E-160,560,2E-160,560
STM14_2862,SL1344_2290,0,1026,0,1026
STM14_2863,SL1344_2291,0,1003,0,1003
STM14_2864,SL1344_2292,0,1807,0,1807
STM14_2865,SL1344_2293,0,5036,0,5036
STM14_2866,SL1344_2294,0,2466,0,2466
STM14_2867,SL1344_2295,0,926,0,926
STM14_2868,SL1344_2296,0,3330,0,3330
STM14_2869,SL1344_2297,0,1225,0,1225
STM14_2872,SL1344_2298,0,821,0,821
STM14_2873,SL1344_2299,2.46E-77,283,2.29E-77,283
STM14_2874,SL1344_2300,0,1735,0,1735
STM14_2875,SL1344_2301,0,2244,0,2244
STM14_2876,SL1344_2302,0,1109,0,1109
STM14_2877,SL1344_2303,0,3374,0,3374
STM14_2878,SL1344_2304,0,1253,0,1253
STM14_2879,SL1344_2305,0,915,0,915
STM14_2882,SL1344_2306,0,843,0,843
STM14_2883,SL1344_2307,0,2222,0,2222
STM14_2884,SL1344_2308,0,3962,0,3962
STM14_2885,SL1344_2309,0,2809,0,2809
STM14_2886,SL1344_2310,0,1762,0,1762
STM14_2887,SL1344_2311,0,1530,0,1530
STM14_2888,SL1344_2312,0,2571,0,2571
STM14_2889,SL1344_2313,8.99E-144,505,8.5E-144,505
STM14_2891,SL1344_2314,0,821,0,821
STM14_2892,SL1344_2315,0,1884,0,1884
STM14_2893,SL1344_2316,0,1026,0,1026
STM14_2894,SL1344_2317,0,1020,0,1020
STM14_2895,SL1344_2318,0,1192,0,1192
STM14_2896,SL1344_2319,0,1197,0,1197
STM14_2897,SL1344_2320,0,1652,0,1652
STM14_2898,SL1344_2321,0,1430,0,1430
STM14_2899,SL1344_2322,0,1308,0,1308
STM14_2900,SL1344_2323,0,1269,0,1269
STM14_2901,SL1344_2324,0,1447,0,1447
STM14_2903,SL1344_2325,0,1447,0,1447
STM14_2904,SL1344_2326,0,1053,0,1053
STM14_2905,SL1344_2327,0,2599,0,2599
STM14_2906,SL1344_2328,0,2039,0,2039
STM14_2907,SL1344_2329,0,2627,0,2627
STM14_2908,SL1344_2330,0,2582,0,2582
STM14_2909,SL1344_2331,0,2632,0,2632
STM14_2910,SL1344_2332,0,2804,0,2804
STM14_2912,SL1344_2333,0,898,0,898
STM14_2913,SL1344_2334,0,1247,0,1247
STM14_2914,SL1344_2335,0,2344,0,2344
STM14_2915,SL1344_2336,0,1690,0,1690
STM14_2916,SL1344_2337,0,1219,0,1219
STM14_2917,SL1344_2338,0,1502,0,1502
STM14_2918,SL1344_2339,0,1873,0,1873
STM14_2919,SL1344_2340,0,2095,0,2095
STM14_2920,SL1344_2341,0,1851,0,1851
STM14_2922,SL1344_2342,0,2172,0,2172
STM14_2923,SL1344_2343,0,693,0,693
STM14_2924,SL1344_2344,1.79E-130,460,1.69E-130,460
STM14_2925,SL1344_2345,0,682,0,682
STM14_2926,SL1344_2346,0,959,0,959
STM14_2927,SL1344_2347,0,1214,0,1214
STM14_2928,SL1344_2348,0,2244,0,2244
STM14_2929,SL1344_2349,0,3696,0,3696
STM14_2930,SL1344_2350,1.95E-145,510,1.85E-145,510
STM14_2931,SL1344_2351,0,1014,0,1014
STM14_2932,SL1344_2352,0,1496,0,1496
STM14_2933,SL1344_2353,0,1524,0,1524
STM14_2934,SL1344_2354,0,2006,0,2006
STM14_2935,SL1344_2355,0,1724,0,1724
STM14_2936,SL1344_2356,0,1020,0,1020
STM14_2937,SL1344_2357,0,898,0,898
STM14_2938,SL1344_2358,0,3967,0,3967
STM14_2939,SL1344_2359,0,2422,0,2422
STM14_2942,SL1344_2360,2.01E-150,527,1.9E-150,527
STM14_2943,SL1344_2361,0,2416,0,2416
STM14_2944,SL1344_2362,0,1397,0,1397
STM14_2946,SL1344_2363,0,1740,0,1740
STM14_2947,SL1344_2364,0,1729,0,1729
STM14_2948,SL1344_2365,0,2305,0,2305
STM14_2949,SL1344_2366,0,3701,0,3701
STM14_2950,SL1344_2367,0,2206,0,2206
STM14_2951,SL1344_2368,0,2571,0,2571
STM14_2953,SL1344_2369,3.77E-127,449,3.56E-127,449
STM14_2954,SL1344_2370,0,1701,0,1701
STM14_2956,SL1344_2371,0,2289,0,2289
STM14_2957,SL1344_2372,0,1784,0,1784
STM14_2958,SL1344_2373,0,2278,0,2278
STM14_2960,SL1344_2374,0,3042,0,3042
STM14_2961,SL1344_2375,0,1845,0,1845
STM14_2962,SL1344_2376,1.04E-173,604,9.9E-174,604
STM14_2963,SL1344_2377,0,2294,0,2294
STM14_2964,SL1344_2378,0,2222,0,2222
STM14_2967,SL1344_2379,0,4045,0,4045
STM14_2968,SL1344_2380,0,671,0,671
STM14_2969,SL1344_2381,0,726,0,726
STM14_2974,SL1344_2382,0,2615,0,2615
STM14_2975,SL1344_2383,0,1635,0,1635
STM14_2976,SL1344_2384,1.18E-80,294,1.11E-80,294
STM14_2977,SL1344_2385,0,2322,0,2322
STM14_2978,SL1344_2386,0,1535,0,1535
STM14_2979,SL1344_2387,0,1408,0,1408
STM14_2980,SL1344_2388,0,1712,0,1712
STM14_2981,SL1344_2389,0,1845,0,1845
STM14_2982,SL1344_2390,7.4E-114,405,7.29E-114,405
STM14_2983,SL1344_2391,0,3723,0,3723
STM14_2984,SL1344_2392,0,1823,0,1823
STM14_2985,SL1344_2393,0,1408,0,1408
STM14_2989,SL1344_2394,0,1796,0,1796
STM14_2990,SL1344_2395,1.84E-135,477,1.74E-135,477
STM14_2991,SL1344_2396,0,3192,0,3192
STM14_2992,SL1344_2397,0,942,0,942
STM14_2993,SL1344_2398,1.73E-125,444,1.63E-125,444
STM14_2994,SL1344_2399,0,1602,0,1602
STM14_2995,SL1344_2400,0,2388,0,2388
STM14_2996,SL1344_2401,0,1330,0,1330
STM14_2997,SL1344_2402,0,704,0,704
STM14_2998,SL1344_2403,0,998,0,998
STM14_2999,SL1344_2404,0,1685,0,1685
STM14_3000,SL1344_2405,0,2028,0,2028
STM14_3001,SL1344_2406,0,1618,0,1618
STM14_3002,SL1344_2407,0,1541,0,1541
STM14_3003,SL1344_2408,0,1879,0,1879
STM14_3004,SL1344_2409,0,1463,0,1463
STM14_3005,SL1344_2410,0,1663,0,1663
STM14_3006,SL1344_2411,0,1064,0,1064
STM14_3007,SL1344_2412,0,832,0,832
STM14_3008,SL1344_2413,0,787,0,787
STM14_3009,SL1344_2414,0,1607,0,1607
STM14_3010,SL1344_2415,0,1663,0,1663
STM14_3011,SL1344_2416,2.26E-175,610,2.15E-175,610
STM14_3012,SL1344_2417,0,2355,0,2355
STM14_3013,SL1344_2418,0,1945,0,1945
STM14_3014,SL1344_2419,0,915,0,915
STM14_3015,SL1344_2420,0,1219,0,1219
STM14_3016,SL1344_2421,0,1657,0,1657
STM14_3017,SL1344_2422,0,2516,0,2516
STM14_3018,SL1344_2423,0,2593,0,2593
STM14_3019,SL1344_2424,0,2266,0,2266
STM14_3020,SL1344_2425,0,2194,0,2194
STM14_3021,SL1344_2426,0,1552,0,1552
STM14_3022,SL1344_2427,0,2593,0,2593
STM14_3023,SL1344_2428,4.36E-152,532,4.32E-152,532
STM14_3024,SL1344_2429,9.48E-154,538,8.98E-154,538
STM14_3025,SL1344_2430,0,1879,0,1879
STM14_3026,SL1344_2431,0,1485,0,1485
STM14_3027,SL1344_2432,0,1275,0,1275
STM14_3028,SL1344_2433,0,887,0,887
STM14_3029,SL1344_0885,1.07E-178,621,1.01E-178,621
STM14_3029,SL1344_1166,0,848,0,848
STM14_3029,SL1344_1746,0,848,0,848
STM14_3029,SL1344_1886,0,848,0,848
STM14_3029,SL1344_2434,0,848,0,848
STM14_3029,SL1344_3267,0,848,0,848
STM14_3029,SL1344_3446,0,848,0,848
STM14_3031,SL1344_2435,0,848,0,848
STM14_3033,SL1344_2436,0,4211,0,4211
STM14_3034,SL1344_2437,0,1757,0,1757
STM14_3035,SL1344_2438,0,3690,0,3690
STM14_3037,SL1344_2439,1.67E-120,427,1.58E-120,427
STM14_3038,SL1344_2440,0,1929,0,1929
STM14_3039,SL1344_2441,0,1064,0,1064
STM14_3041,SL1344_2442,0,2399,0,2399
STM14_3042,SL1344_2443,0,3624,0,3624
STM14_3044,SL1344_2444,0,3142,0,3142
STM14_3045,SL1344_2445,0,5746,0,5746
STM14_3046,SL1344_2446,0,660,0,660
STM14_3047,SL1344_2447,0,2084,0,2084
STM14_3048,SL1344_2448,6.83E-104,372,6.43E-104,372
STM14_3049,SL1344_2449,0,3729,0,3729
STM14_3050,SL1344_2450,0,1596,0,1596
STM14_3051,SL1344_2451,0,1319,0,1319
STM14_3052,SL1344_2452,0,1912,0,1912
STM14_3053,SL1344_2453,0,1624,0,1624
STM14_3054,SL1344_2454,0,1059,0,1059
STM14_3055,SL1344_2455,0,870,0,870
STM14_3057,SL1344_2456,1.06E-118,422,7.76E-119,422
STM14_3058,SL1344_2457,0,1973,0,1973
STM14_3059,SL1344_2458,0,2704,0,2704
STM14_3060,SL1344_2459,0,665,0,665
STM14_3061,SL1344_2460,0,1297,0,1297
STM14_3062,SL1344_2461,0,2383,0,2383
STM14_3064,SL1344_2462,0,1158,0,1158
STM14_3065,SL1344_2463,0,1917,0,1917
STM14_3066,SL1344_2464,0,1181,0,1181
STM14_3067,SL1344_2465,0,3818,0,3818
STM14_3068,SL1344_2466,0,2848,0,2848
STM14_3071,SL1344_2468,0,4089,0,4089
STM14_3073,SL1344_2469,6.55E-99,355,6.19E-99,355
STM14_3074,SL1344_2470,2.26E-175,610,2.15E-175,610
STM14_3075,SL1344_2471,5E-157,549,5.16E-157,549
STM14_3076,SL1344_2472,0,2915,0,2915
STM14_3077,SL1344_2473,0,2710,0,2710
STM14_3078,SL1344_2474,0,2494,0,2494
STM14_3082,SL1344_2475,0,11285,0,11285
STM14_3083,SL1344_2477,0,13483,0,13483
STM14_3084,SL1344_2478,0,10338,0,10338
STM14_3085,SL1344_2479,0,1773,0,1773
STM14_3088,SL1344_2480,0,4050,0,4050
STM14_3089,SL1344_2481,1.61E-115,411,1.52E-115,411
STM14_3091,SL1344_2482,0,2721,0,2721
STM14_3092,SL1344_2483,0,2178,0,2178
STM14_3093,SL1344_2484,0,1147,0,1147
STM14_3094,SL1344_2485,0,2355,0,2355
STM14_3095,SL1344_2486,0,2061,0,2061
STM14_3097,SL1344_2487,0,1857,0,1857
STM14_3098,SL1344_2488,0,2156,0,2156
STM14_3100,SL1344_2489,0,798,0,798
STM14_3101,SL1344_2490,0,1596,0,1596
STM14_3102,SL1344_2491,0,1496,0,1496
STM14_3103,SL1344_2492,0,1164,0,1164
STM14_3104,SL1344_2493,0,4394,0,4394
STM14_3105,SL1344_2494,0,4277,0,4277
STM14_3106,SL1344_2495,0,9114,0,9114
STM14_3108,SL1344_2496,0,1552,0,1552
STM14_3110,SL1344_2497,0,1236,0,1236
STM14_3111,SL1344_2498,0,1435,0,1435
STM14_3112,SL1344_2499,0,2372,0,2372
STM14_3113,SL1344_2500,6.83E-104,372,6.43E-104,372
STM14_3114,SL1344_2501,1.07E-178,621,1.01E-178,621
STM14_3115,SL1344_2502,0,3419,0,3419
STM14_3116,SL1344_2503,0,953,0,953
STM14_3117,SL1344_2504,4.81E-172,599,4.56E-172,599
STM14_3118,SL1344_2505,0,715,0,715
STM14_3120,SL1344_2506,0,2239,0,2239
STM14_3121,SL1344_2507,0,915,0,915
STM14_3124,SL1344_2508,0,1352,0,1352
STM14_3125,SL1344_2509,0,1485,0,1485
STM14_3126,SL1344_2510,0,1624,0,1624
STM14_3127,SL1344_2511,0,1929,0,1929
STM14_3128,SL1344_2512,0,1513,0,1513
STM14_3129,SL1344_2513,0,1873,0,1873
STM14_3130,SL1344_2514,0,1823,0,1823
STM14_3131,SL1344_2515,0,1181,0,1181
STM14_3132,SL1344_2516,0,2361,0,2361
STM14_3133,SL1344_2517,0,2106,0,2106
STM14_3135,SL1344_2518,0,2316,0,2316
STM14_3136,SL1344_2519,0,2200,0,2200
STM14_3137,SL1344_2520,0,2854,0,2854
STM14_3138,SL1344_2521,0,2460,0,2460
STM14_3139,SL1344_2522,0,3845,0,3845
STM14_3140,SL1344_2523,0,2699,0,2699
STM14_3141,SL1344_2524,2.31E-180,627,2.19E-180,627
STM14_3142,SL1344_2525,0,2471,0,2471
STM14_3143,SL1344_2526,0,1413,0,1413
STM14_3145,SL1344_2527,0,2643,0,2643
STM14_3147,SL1344_2529,0,7180,0,7180
STM14_3148,SL1344_2530,0,2848,0,2848
STM14_3149,SL1344_2531,0,1020,0,1020
STM14_3150,SL1344_2532,0,1175,0,1175
STM14_3151,SL1344_2533,0,2516,0,2516
STM14_3152,SL1344_2534,0,1652,0,1652
STM14_3153,SL1344_2535,0,1568,0,1568
STM14_3154,SL1344_2536,0,1602,0,1602
STM14_3155,SL1344_2537,0,2211,0,2211
STM14_3156,SL1344_2538,0,1712,0,1712
STM14_3157,SL1344_2539,4.01E-137,483,3.79E-137,483
STM14_3158,SL1344_2540,0,704,0,704
STM14_3159,SL1344_2541,0,1352,0,1352
STM14_3160,SL1344_2542,0,1347,0,1347
STM14_3161,SL1344_2543,0,1674,0,1674
STM14_3162,SL1344_2544,0,1114,0,1114
STM14_3163,SL1344_2545,0,1801,0,1801
STM14_3164,SL1344_2546,0,3325,0,3325
STM14_3167,SL1344_2549,0,2665,0,2665
STM14_3168,SL1344_2550,6.83E-104,372,7.39E-104,372
STM14_3169,SL1344_2551,0,1070,0,1070
STM14_3170,SL1344_2552,0,1524,0,1524
STM14_3171,SL1344_2552A,0,4377,0,4377
STM14_3172,SL1344_2553,7.94E-124,438,7.71E-124,438
STM14_3173,SL1344_2554,0,6211,0,6211
STM14_3174,SL1344_2555,0,1197,0,1197
STM14_3175,SL1344_2556,0,1358,0,1358
STM14_3176,SL1344_2557,0,1291,0,1291
STM14_3177,SL1344_2558,2.26E-175,610,2.15E-175,610
STM14_3178,SL1344_2559,0,5701,0,5701
STM14_3179,SL1344_2560,1.09E-168,588,9.67E-169,588
STM14_3180,SL1344_2561,0,732,0,732
STM14_3181,SL1344_2562,0,1380,0,1380
STM14_3182,SL1344_2563,0,743,0,743
STM14_3183,SL1344_2564,0,2078,0,2078
STM14_3184,SL1344_2565,0,1070,0,1070
STM14_3185,SL1344_2566,0,704,0,704
STM14_3186,SL1344_2567,0,641,0,641
STM14_3187,SL1344_2568,0,1895,0,1895
STM14_3188,SL1344_2569,0,643,0,643
STM14_3189,SL1344_2570,0,2621,0,2621
STM14_3190,SL1344_2571,0,2909,0,2909
STM14_3191,SL1344_2572,1.49E-105,377,1.4E-105,377
STM14_3192,SL1344_2573,0,3568,0,3568
STM14_3193,SL1344_2574,0,1009,0,1009
STM14_3194,SL1344_2575,0,743,0,743
STM14_3195,SL1344_0966,0,837,0,837
STM14_3195,SL1344_2576,0,809,0,809
STM14_3196,SL1344_0965A,0,832,0,832
STM14_3198,SL1344_2577,2.26E-175,610,2.19E-175,610
STM14_3199,ncRNA0035,0,1269,0,1269
STM14_3201,SL1344_2578,2.99E-97,350,3.92E-97,350
STM14_3203,SL1344_2579,0,1042,0,1042
STM14_3204,SL1344_2580,0,1253,0,1253
STM14_3205,SL1344_0959,4.88E-69,255,4.54E-69,255
STM14_3205,SL1344_2581,0,1075,0,1075
STM14_3207,SL1344_2582,0,1098,0,1098
STM14_3208,SL1344_2583,0,1070,0,1070
STM14_3210,SL1344_0957,1.8E-125,444,1.7E-125,444
STM14_3210,SL1344_2584,3.67E-117,416,3.46E-117,416
STM14_3224,SL1344_2597,1.7E-120,427,1.6E-120,427
STM14_3225,SL1344_0945,0,3072,0,3072
STM14_3225,SL1344_2597A,0,2028,0,2028
STM14_3226,SL1344_0944,0,2045,0,2045
STM14_3226,SL1344_2598,8.05E-124,438,7.6E-124,438
STM14_3227,SL1344_2599,1.73E-125,444,1.63E-125,444
STM14_3228,SL1344_2600,2.01E-150,527,1.9E-150,527
STM14_3231,SL1344_2601,0,2272,0,2272
STM14_3232,SL1344_2602,0,887,0,887
STM14_3233,SL1344_2603,0,1768,0,1768
STM14_3234,SL1344_2604,0,1203,0,1203
STM14_3237,SL1344_2605,0,1064,0,1064
STM14_3238,SL1344_2606,0,2998,0,2998
STM14_3240,SL1344_2607,0,1363,0,1363
STM14_3241,SL1344_2608,0,2466,0,2466
STM14_3242,SL1344_2609,0,1663,0,1663
STM14_3243,SL1344_2610,0,1086,0,1086
STM14_3244,SL1344_2611,0,710,0,710
STM14_3245,SL1344_2612,0,1275,0,1275
STM14_3246,SL1344_2613,0,1917,0,1917
STM14_3247,SL1344_2614,0,776,0,776
STM14_3248,SL1344_2615,0,1258,0,1258
STM14_3250,SL1344_2616,0,4915,0,4915
STM14_3251,SL1344_2617,0,2505,0,2505
STM14_3252,SL1344_2618,4.81E-172,599,4.56E-172,599
STM14_3253,SL1344_2619,0,2405,0,2405
STM14_3261,SL1344_2620,0,843,0,843
STM14_3262,SL1344_2621,0,4754,0,4754
STM14_3263,SL1344_2622,0,1352,0,1352
STM14_3264,SL1344_2623,0,1812,0,1812
STM14_3266,SL1344_2624,0,1363,0,1363
STM14_3268,SL1344_2625,2.31E-180,627,2.19E-180,627
STM14_3269,SL1344_2626,0,2145,0,2145
STM14_3270,SL1344_2627,0,1679,0,1679
STM14_3271,SL1344_2628,0,1973,0,1973
STM14_3274,SL1344_2629,0,1978,0,1978
STM14_3275,SL1344_2630,0,959,0,959
STM14_3276,SL1344_2646,0,2255,0,2255
STM14_3277,SL1344_2647,0,640,0,640
STM14_3278,SL1344_2648,0,1419,0,1419
STM14_3279,SL1344_2649,0,1014,0,1014
STM14_3281,SL1344_2650,1.79E-130,460,1.69E-130,460
STM14_3283,SL1344_2651,0,2516,0,2516
STM14_3284,SL1344_2652,0,1463,0,1463
STM14_3285,SL1344_2653,0,2294,0,2294
STM14_3286,SL1344_2654,0,1120,0,1120
STM14_3288,SL1344_2655,0,1092,0,1092
STM14_3289,SL1344_2656,0,1624,0,1624
STM14_3290,SL1344_2657,0,3064,0,3064
STM14_3292,SL1344_2658,2.31E-180,627,2.19E-180,627
STM14_3293,SL1344_2659,9.48E-154,538,8.98E-154,538
STM14_3294,SL1344_2660,0,809,0,809
STM14_3297,SL1344_2661,0,893,0,893
STM14_3298,SL1344_2662,0,21191,0,21191
STM14_3299,SL1344_2663,0,2599,0,2599
STM14_3300,SL1344_2664,0,4028,0,4028
STM14_3302,SL1344_2723,0,2145,0,2145
STM14_3304,SL1344_2725,0,2302,0,2302
STM14_3305,SL1344_2726,0,1098,0,1098
STM14_3306,SL1344_2727,0,2206,0,2206
STM14_3307,SL1344_2728,0,1530,0,1530
STM14_3308,SL1344_2729,3.39E-112,399,3.19E-112,399
STM14_3310,SL1344_2730,0,3823,0,3823
STM14_3311,SL1344_2731,0,2372,0,2372
STM14_3313,SL1344_2732,0,1513,0,1513
STM14_3314,SL1344_2733,1.18E-153,538,8.98E-154,538
STM14_3315,SL1344_2734,2.01E-150,527,1.9E-150,527
STM14_3316,SL1344_2735,0,965,0,965
STM14_3317,SL1344_2736,0,693,0,693
STM14_3318,SL1344_2737,0,1812,0,1812
STM14_3319,SL1344_2738,0,1873,0,1873
STM14_3320,SL1344_2739,0,2217,0,2217
STM14_3321,SL1344_2740,0,1175,0,1175
STM14_3322,SL1344_2741,0,1042,0,1042
STM14_3323,SL1344_2742,0,1557,0,1557
STM14_3325,SL1344_2743,0,2837,0,2837
STM14_3327,SL1344_2744,0,3103,0,3103
STM14_3328,SL1344_2745,0,1618,0,1618
STM14_3329,SL1344_2746,0,3463,0,3463
STM14_3333,SL1344_2751,0,2372,0,2372
STM14_3334,SL1344_2752,0,1181,0,1181
STM14_3336,SL1344_2754,0,3663,0,3663
STM14_3337,SL1344_2755,0,1602,0,1602
STM14_3338,SL1344_2756,0,998,0,998
STM14_3339,SL1344_2757,0,2809,0,2809
STM14_3344,SL1344_2758,0,1059,0,1059
STM14_3345,SL1344_2759,0,2061,0,2061
STM14_3346,SL1344_2760,0,6737,0,6737
STM14_3347,SL1344_2761,0,2300,0,2300
STM14_3348,SL1344_2762,0,1729,0,1729
STM14_3350,SL1344_2763,0,4017,0,4017
STM14_3352,SL1344_2764,0,1945,0,1945
STM14_3354,SL1344_2765,0,1718,0,1718
STM14_3358,SL1344_2767,0,1657,0,1657
STM14_3359,SL1344_2768,0,1873,0,1873
STM14_3360,SL1344_2769,0,2615,0,2615
STM14_3361,SL1344_2770,0,1247,0,1247
STM14_3362,SL1344_2771,0,1807,0,1807
STM14_3363,SL1344_2772,0,804,0,804
STM14_3365,SL1344_2773,0,2793,0,2793
STM14_3366,SL1344_2774,0,1807,0,1807
STM14_3367,SL1344_2775,0,2338,0,2338
STM14_3368,SL1344_2776,0,2676,0,2676
STM14_3369,SL1344_2777,0,2372,0,2372
STM14_3370,SL1344_2778,0,2588,0,2588
STM14_3371,SL1344_2779,0,1253,0,1253
STM14_3373,SL1344_2780,0,832,0,832
STM14_3374,SL1344_2781,1.18E-80,294,1.11E-80,294
STM14_3375,SL1344_2782,2.2E-125,444,1.63E-125,444
STM14_3377,SL1344_2783,0,976,0,976
STM14_3380,SL1344_2784,0,743,0,743
STM14_3381,SL1344_2785,0,832,0,832
STM14_3383,SL1344_2786,0,649,0,649
STM14_3384,SL1344_2787,1.04E-173,604,1.03E-173,604
STM14_3385,SL1344_2788,0,2466,0,2466
STM14_3387,SL1344_2790,0,798,0,798
