gene_name,type,new_locus,old_locus
ybaK, protein_coding, STM14_RS03090, STM14_0583
STM14_RS03095, protein_coding, STM14_RS03095, STM14_0584
STM14_RS03100, protein_coding, STM14_RS03100, STM14_0585
copA, protein_coding, STM14_RS03105, STM14_0586
cueR, protein_coding, STM14_RS03110, STM14_0587
STM14_RS03115, protein_coding, STM14_RS03115, STM14_0588
STM14_RS03120, protein_coding, STM14_RS03120, STM14_0589
fetA, protein_coding, STM14_RS03125, STM14_0590
fetB, protein_coding, STM14_RS03130, STM14_0591
cnoX, protein_coding, STM14_RS03135, STM14_0592
STM14_RS03140, protein_coding, STM14_RS03140, STM14_0593
tesA, protein_coding, STM14_RS03145, STM14_0594
STM14_RS03150, protein_coding, STM14_RS03150, STM14_0595
STM14_RS03155, protein_coding, STM14_RS03155, STM14_0596
STM14_RS03160, protein_coding, STM14_RS03160, STM14_0598
STM14_RS03165, protein_coding, STM14_RS03165, STM14_0600
sfbB, protein_coding, STM14_RS03170, STM14_0601
STM14_RS03175, protein_coding, STM14_RS03175, STM14_0602
mnmH, protein_coding, STM14_RS03180, STM14_0603
allS, protein_coding, STM14_RS03185, STM14_0604
allA, protein_coding, STM14_RS03190, STM14_0605
allR, protein_coding, STM14_RS03195, STM14_0606
gcl, protein_coding, STM14_RS03200, STM14_0607
hyi, protein_coding, STM14_RS03205, STM14_0608
glxR, protein_coding, STM14_RS03210, STM14_0609
STM14_RS03215, protein_coding, STM14_RS03215, STM14_0610
STM14_RS03220, protein_coding, STM14_RS03220, STM14_0612
allB, protein_coding, STM14_RS03225, STM14_0613
STM14_RS03230, protein_coding, STM14_RS03230, STM14_0614
glxK, protein_coding, STM14_RS03235, STM14_0615
allE, protein_coding, STM14_RS03240, STM14_0616
allC, protein_coding, STM14_RS03245, STM14_0617
allD, protein_coding, STM14_RS03250, STM14_0618
STM14_RS03255, protein_coding, STM14_RS03255, STM14_0619
STM14_RS03260, protein_coding, STM14_RS03260, STM14_0620
STM14_RS03265, protein_coding, STM14_RS03265, STM14_0621
STM14_RS03270, protein_coding, STM14_RS03270, STM14_0622
purK, protein_coding, STM14_RS03275, STM14_0623
purE, protein_coding, STM14_RS03280, STM14_0624
lpxH, protein_coding, STM14_RS03285, STM14_0625
ppiB, protein_coding, STM14_RS03290, STM14_0626
cysS, protein_coding, STM14_RS03295, STM14_0627
STM14_RS03300, protein_coding, STM14_RS03300, STM14_0628
STM14_RS03305, protein_coding, STM14_RS03305, STM14_0629
STM14_RS03310, protein_coding, STM14_RS03310, STM14_0630
ybcJ, protein_coding, STM14_RS03315, STM14_0631
folD, protein_coding, STM14_RS03320, STM14_0632
fimA, protein_coding, STM14_RS03325, STM14_0635
fimI, protein_coding, STM14_RS03330, STM14_0636
fimC, protein_coding, STM14_RS03335, STM14_0637
STM14_RS03340, protein_coding, STM14_RS03340, STM14_0638
fimH, protein_coding, STM14_RS03345, STM14_0639
sfmF, protein_coding, STM14_RS03350, STM14_0640
fimZ, protein_coding, STM14_RS03355, STM14_0641
fimY, protein_coding, STM14_RS03360, STM14_0642
STM14_RS03365, protein_coding, STM14_RS03365, STM14_0643
fimW, protein_coding, STM14_RS03370, STM14_0644
STM14_RS03375, tRNA, STM14_RS03375, STM14_0646
STM14_RS24155, pseudogene, STM14_RS24155, STM14_0647
STM14_RS26705, pseudogene, STM14_RS26705,
STM14_RS26710, protein_coding, STM14_RS26710,
STM14_RS03390, protein_coding, STM14_RS03390, STM14_0650
STM14_RS03395, protein_coding, STM14_RS03395, STM14_0651
STM14_RS03400, protein_coding, STM14_RS03400, STM14_0652
STM14_RS26525, tRNA, STM14_RS26525, STM14_0653
STM14_RS03410, pseudogene, STM14_RS03410, STM14_0655
STM14_RS03415, pseudogene, STM14_RS03415, STM14_05870%2CSTM14_0656
rclR, protein_coding, STM14_RS03420, STM14_0657
rclA, protein_coding, STM14_RS03425, STM14_0658
rclB, protein_coding, STM14_RS03430, STM14_0660
rclC, protein_coding, STM14_RS03435, STM14_0661
STM14_RS03440, protein_coding, STM14_RS03440, STM14_0662
pheP, protein_coding, STM14_RS03445, STM14_0663
STM14_RS03450, protein_coding, STM14_RS03450, STM14_0664
STM14_RS03455, protein_coding, STM14_RS03455, STM14_0666
STM14_RS03460, protein_coding, STM14_RS03460, STM14_0667
STM14_RS03465, protein_coding, STM14_RS03465, STM14_0668
STM14_RS03470, protein_coding, STM14_RS03470, STM14_0669
STM14_RS03475, protein_coding, STM14_RS03475, STM14_0670
STM14_RS03480, protein_coding, STM14_RS03480, STM14_0671
STM14_RS03485, protein_coding, STM14_RS03485, STM14_0672
STM14_RS03490, protein_coding, STM14_RS03490, STM14_0673
nfsB, protein_coding, STM14_RS03495, STM14_0674
STM14_RS03500, protein_coding, STM14_RS03500, STM14_0675
STM14_RS03505, protein_coding, STM14_RS03505, STM14_0676
STM14_RS03510, protein_coding, STM14_RS03510, STM14_0678
STM14_RS03515, protein_coding, STM14_RS03515, STM14_0679
STM14_RS03520, protein_coding, STM14_RS03520, STM14_0680
entD, protein_coding, STM14_RS03525, STM14_0681
STM14_RS03530, protein_coding, STM14_RS03530, STM14_0682
fes, protein_coding, STM14_RS03535, STM14_0684
STM14_RS03540, protein_coding, STM14_RS03540, STM14_0685
entF, protein_coding, STM14_RS03545, STM14_0686
wzz(fepE), protein_coding, STM14_RS03550, STM14_0687
fepC, protein_coding, STM14_RS03555, STM14_0688
fepG, protein_coding, STM14_RS03560, STM14_0689
fepD, protein_coding, STM14_RS03565, STM14_0690
entS, protein_coding, STM14_RS03570, STM14_0691
fepB, protein_coding, STM14_RS03575, STM14_0692
entC, protein_coding, STM14_RS03580, STM14_0693
entE, protein_coding, STM14_RS03585, STM14_0694
STM14_RS03590, protein_coding, STM14_RS03590, STM14_0695
entA, protein_coding, STM14_RS03595, STM14_0696
entH, protein_coding, STM14_RS03600, STM14_0697
cstA, protein_coding, STM14_RS03605, STM14_0699
STM14_RS03610, protein_coding, STM14_RS03610, STM14_0700
STM14_RS03615, protein_coding, STM14_RS03615, STM14_0701
STM14_RS03620, protein_coding, STM14_RS03620, STM14_0702
STM14_RS03625, protein_coding, STM14_RS03625, STM14_0703
STM14_RS03630, protein_coding, STM14_RS03630, STM14_0704
STM14_RS03635, protein_coding, STM14_RS03635, STM14_0705
dsbG, protein_coding, STM14_RS03640, STM14_0706
ahpC, protein_coding, STM14_RS03645, STM14_0707
ahpF, protein_coding, STM14_RS03650, STM14_0708
STM14_RS03655, protein_coding, STM14_RS03655, STM14_0709
STM14_RS03660, protein_coding, STM14_RS03660, STM14_0710
STM14_RS03665, protein_coding, STM14_RS03665, STM14_0711
STM14_RS03670, protein_coding, STM14_RS03670, STM14_0712
uspG, protein_coding, STM14_RS03675, STM14_0713
STM14_RS03680, protein_coding, STM14_RS03680, STM14_0716
rnk, protein_coding, STM14_RS03685, STM14_0717
rna, protein_coding, STM14_RS03690, STM14_0718
citT, protein_coding, STM14_RS03695, STM14_0719
citG, protein_coding, STM14_RS03700, STM14_0720
citX, protein_coding, STM14_RS03705, STM14_0721
citF, protein_coding, STM14_RS03710, STM14_0722
citE, protein_coding, STM14_RS03715, STM14_0723
citD, protein_coding, STM14_RS03720, STM14_0724
citC, protein_coding, STM14_RS03725, STM14_0725
dpiB, protein_coding, STM14_RS03730, STM14_0727
dpiA, protein_coding, STM14_RS03735, STM14_0728
dcuC, protein_coding, STM14_RS03740, STM14_0729
pagP, protein_coding, STM14_RS03745, STM14_0731
cspE, protein_coding, STM14_RS03750, STM14_0732
crcB, protein_coding, STM14_RS03755, STM14_0733
STM14_RS03760, protein_coding, STM14_RS03760, STM14_0734
tatE, protein_coding, STM14_RS03765, STM14_0736
lipA, protein_coding, STM14_RS03770, STM14_0737
STM14_RS03775, protein_coding, STM14_RS03775, STM14_0739
lipB, protein_coding, STM14_RS03780, STM14_0741
ybeD, protein_coding, STM14_RS03785, STM14_0743
dacA, protein_coding, STM14_RS03790, STM14_0744
rlpA, protein_coding, STM14_RS03795, STM14_0746
mrdB, protein_coding, STM14_RS03800, STM14_0747
mrdA, protein_coding, STM14_RS03805, STM14_0748
rlmH, protein_coding, STM14_RS03810, STM14_0749
rsfS, protein_coding, STM14_RS03815, STM14_0750
STM14_RS03825, protein_coding, STM14_RS03825, STM14_0751
cobD, protein_coding, STM14_RS03830, STM14_0752
nadD, protein_coding, STM14_RS03835, STM14_0753
holA, protein_coding, STM14_RS03840, STM14_0754
lptE, protein_coding, STM14_RS03845, STM14_0755
leuS, protein_coding, STM14_RS03850, STM14_0756
STM14_RS03855, protein_coding, STM14_RS03855, STM14_0757
STM14_RS03860, protein_coding, STM14_RS03860, STM14_0758
STM14_RS03865, protein_coding, STM14_RS03865, STM14_0759
STM14_RS03870, protein_coding, STM14_RS03870, STM14_0760
STM14_RS03875, protein_coding, STM14_RS03875, STM14_0761
STM14_RS03880, protein_coding, STM14_RS03880, STM14_0762
STM14_RS03885, protein_coding, STM14_RS03885, STM14_0763
STM14_RS03890, protein_coding, STM14_RS03890, STM14_0764
STM14_RS03895, pseudogene, STM14_RS03895, STM14_0765
STM14_RS03900, protein_coding, STM14_RS03900, STM14_0766
STM14_RS03905, protein_coding, STM14_RS03905, STM14_0767
STM14_RS03910, protein_coding, STM14_RS03910, STM14_0768
rihA, protein_coding, STM14_RS03915, STM14_0769
gltL, protein_coding, STM14_RS03920, STM14_0770
gltK, protein_coding, STM14_RS03925, STM14_0771
gltJ, protein_coding, STM14_RS03930, STM14_0772
STM14_RS03935, protein_coding, STM14_RS03935, STM14_0773
lnt, protein_coding, STM14_RS03940, STM14_0775
corC, protein_coding, STM14_RS03945, STM14_0776
ybeY, protein_coding, STM14_RS03950, STM14_0778
STM14_RS03955, protein_coding, STM14_RS03955, STM14_0779
miaB, protein_coding, STM14_RS03960, STM14_0781
ubiF, protein_coding, STM14_RS03965, STM14_0782
STM14_RS03970, protein_coding, STM14_RS03970, STM14_0783
STM14_RS03975, tRNA, STM14_RS03975, STM14_0784
STM14_RS03980, tRNA, STM14_RS03980, STM14_0785
STM14_RS03985, tRNA, STM14_RS03985, STM14_0786
STM14_RS03990, tRNA, STM14_RS03990, STM14_0787
STM14_RS03995, tRNA, STM14_RS03995, STM14_0788
STM14_RS04000, tRNA, STM14_RS04000, STM14_0789
STM14_RS04005, tRNA, STM14_RS04005, STM14_0790
asnB, protein_coding, STM14_RS04010, STM14_0792
nagD, protein_coding, STM14_RS04015, STM14_0793
nagC, protein_coding, STM14_RS04020, STM14_0794
nagA, protein_coding, STM14_RS04025, STM14_0795
nagB, protein_coding, STM14_RS04030, STM14_0796
nagE, protein_coding, STM14_RS04035, STM14_0798
glnS, protein_coding, STM14_RS04040, STM14_0799
chiP, protein_coding, STM14_RS04045, STM14_0802
chiQ, protein_coding, STM14_RS04050, STM14_0803
tcuC, protein_coding, STM14_RS04055, STM14_0804
tcuB, protein_coding, STM14_RS04060, STM14_0805
tcuA, protein_coding, STM14_RS04065, STM14_0806
tcuR, protein_coding, STM14_RS04070, STM14_0807
fur, protein_coding, STM14_RS04075, STM14_0808
STM14_RS26615, pseudogene, STM14_RS26615,
fldA, protein_coding, STM14_RS04080, STM14_0810
ybfE, protein_coding, STM14_RS04085, STM14_0811
ybfF, protein_coding, STM14_RS04090, STM14_0813
seqA, protein_coding, STM14_RS04095, STM14_0814
pgm, protein_coding, STM14_RS04100, STM14_0815
STM14_RS04105, protein_coding, STM14_RS04105, STM14_0816
potE, protein_coding, STM14_RS04110, STM14_0817
speF, protein_coding, STM14_RS04115, STM14_0818
speFL, protein_coding, STM14_RS26290,
kdpE, protein_coding, STM14_RS04125, STM14_0821
kdpD, protein_coding, STM14_RS04130, STM14_0822
kdpC, protein_coding, STM14_RS04135, STM14_0823
kdpB, protein_coding, STM14_RS04140, STM14_0824
kdpA, protein_coding, STM14_RS04145, STM14_0825
kdpF, protein_coding, STM14_RS04150,
STM14_RS04155, protein_coding, STM14_RS04155, STM14_0827
phrB, protein_coding, STM14_RS04160, STM14_0828
STM14_RS04165, protein_coding, STM14_RS04165, STM14_0829
ybgI, protein_coding, STM14_RS04170, STM14_0830
pxpB, protein_coding, STM14_RS04175, STM14_0831
STM14_RS04180, protein_coding, STM14_RS04180, STM14_0832
pxpA, protein_coding, STM14_RS04185, STM14_0833
STM14_RS04190, protein_coding, STM14_RS04190, STM14_0834
STM14_RS04195, protein_coding, STM14_RS04195, STM14_0835
STM14_RS04200, protein_coding, STM14_RS04200, STM14_0836
STM14_RS04205, protein_coding, STM14_RS04205, STM14_0837
glf, protein_coding, STM14_RS04210, STM14_0838
STM14_RS04215, protein_coding, STM14_RS04215, STM14_0839
STM14_RS04220, protein_coding, STM14_RS04220, STM14_0840
STM14_RS04225, protein_coding, STM14_RS04225, STM14_0841
STM14_RS04230, protein_coding, STM14_RS04230, STM14_0842
STM14_RS04235, protein_coding, STM14_RS04235, STM14_0843
STM14_RS04240, protein_coding, STM14_RS04240, STM14_0844
STM14_RS04245, protein_coding, STM14_RS04245, STM14_0845
STM14_RS04250, protein_coding, STM14_RS04250, STM14_0846
nei, protein_coding, STM14_RS04255, STM14_0847
STM14_RS04260, protein_coding, STM14_RS04260, STM14_0848
STM14_RS04265, protein_coding, STM14_RS04265, STM14_0849
STM14_RS26540, protein_coding, STM14_RS26540,
sdhC, protein_coding, STM14_RS04275, STM14_0851
sdhD, protein_coding, STM14_RS04280, STM14_0852
sdhA, protein_coding, STM14_RS04285, STM14_0853
sdhB, protein_coding, STM14_RS04290, STM14_0854
sucA, protein_coding, STM14_RS04295, STM14_0855
odhB, protein_coding, STM14_RS04300, STM14_0856
sucC, protein_coding, STM14_RS04305, STM14_0857
sucD, protein_coding, STM14_RS04310, STM14_0858
cydA, protein_coding, STM14_RS04320, STM14_0861
cydB, protein_coding, STM14_RS04325, STM14_0862
cydX, protein_coding, STM14_RS04330, STM14_0863
ybgE, protein_coding, STM14_RS04340, STM14_0865
ybgC, protein_coding, STM14_RS04345, STM14_0866
tolQ, protein_coding, STM14_RS04350, STM14_0867
tolR, protein_coding, STM14_RS04355, STM14_0868
tolA, protein_coding, STM14_RS04360, STM14_0869
tolB, protein_coding, STM14_RS04365, STM14_0870
pal, protein_coding, STM14_RS04370, STM14_0871
cpoB, protein_coding, STM14_RS04375, STM14_0872
STM14_RS04380, tRNA, STM14_RS04380, STM14_0874
STM14_RS04385, tRNA, STM14_RS04385, STM14_0875
STM14_RS04390, tRNA, STM14_RS04390, STM14_0876
STM14_RS04395, tRNA, STM14_RS04395, STM14_0877
STM14_RS04400, tRNA, STM14_RS04400, STM14_0878
STM14_RS24170, ncRNA, STM14_RS24170,
STM14_RS24175, ncRNA, STM14_RS24175,
nadA, protein_coding, STM14_RS04405, STM14_0880
pnuC, protein_coding, STM14_RS04410, STM14_0881
zitB, protein_coding, STM14_RS04415, STM14_0882
STM14_RS04420, protein_coding, STM14_RS04420, STM14_0883
aroG, protein_coding, STM14_RS04425, STM14_0884
STM14_RS04430, protein_coding, STM14_RS04430, STM14_0885
STM14_RS04435, protein_coding, STM14_RS04435, STM14_0886
STM14_RS04440, protein_coding, STM14_RS04440, STM14_0887
STM14_RS04445, protein_coding, STM14_RS04445, STM14_0888
STM14_RS04450, protein_coding, STM14_RS04450, STM14_0889
STM14_RS04455, protein_coding, STM14_RS04455, STM14_0890
oadA, protein_coding, STM14_RS04460, STM14_0891
STM14_RS04465, protein_coding, STM14_RS04465, STM14_0892
STM14_RS04470, protein_coding, STM14_RS04470, STM14_0893
STM14_RS04475, protein_coding, STM14_RS04475, STM14_0894
STM14_RS04480, protein_coding, STM14_RS04480, STM14_0895
gpmA, protein_coding, STM14_RS04485, STM14_0896
galM, protein_coding, STM14_RS04490, STM14_0898
galK, protein_coding, STM14_RS04495, STM14_0899
galT, protein_coding, STM14_RS04500, STM14_0900
galE, protein_coding, STM14_RS04505, STM14_0901
STM14_RS04510, protein_coding, STM14_RS04510, STM14_0902
modF, protein_coding, STM14_RS04515, STM14_0904
modE, protein_coding, STM14_RS04520, STM14_0905
STM14_RS04525, protein_coding, STM14_RS04525,
modA, protein_coding, STM14_RS04530, STM14_0907
modB, protein_coding, STM14_RS04535, STM14_0908
modC, protein_coding, STM14_RS04540, STM14_0909
STM14_RS04545, protein_coding, STM14_RS04545, STM14_0910
pgl, protein_coding, STM14_RS04550, STM14_0911
STM14_RS04555, protein_coding, STM14_RS04555, STM14_0912
hutI, protein_coding, STM14_RS04560, STM14_0913
hutG, protein_coding, STM14_RS04565, STM14_0914
STM14_RS04570, protein_coding, STM14_RS04570, STM14_0915
hutU, protein_coding, STM14_RS04575, STM14_0916
hutH, protein_coding, STM14_RS04580, STM14_0917
STM14_RS04585, protein_coding, STM14_RS04585, STM14_0918
bioA, protein_coding, STM14_RS04590, STM14_0919
bioB, protein_coding, STM14_RS04595, STM14_0920
bioF, protein_coding, STM14_RS04600, STM14_0921
bioC, protein_coding, STM14_RS04605, STM14_0922
bioD, protein_coding, STM14_RS04610, STM14_0923
uvrB, protein_coding, STM14_RS04615, STM14_0926
STM14_RS04620, protein_coding, STM14_RS04620, STM14_927
slrP, protein_coding, STM14_RS04625, STM14_928
yvcK, protein_coding, STM14_RS04630, STM14_929
moaA, protein_coding, STM14_RS04635, STM14_930
moaB, protein_coding, STM14_RS04640, STM14_931
moaC, protein_coding, STM14_RS04645, STM14_932
moaD, protein_coding, STM14_RS04650, STM14_933
moaE, protein_coding, STM14_RS04655, STM14_934
STM14_RS04660, protein_coding, STM14_RS04660, STM14_935
tnpA, protein_coding, STM14_RS04670, STM14_937
STM14_RS04675, protein_coding, STM14_RS04675, STM14_938
STM14_RS04680, protein_coding, STM14_RS04680, STM14_939
STM14_RS04685, protein_coding, STM14_RS04685, STM14_940
STM14_RS04690, protein_coding, STM14_RS04690, STM14_941
clsB, protein_coding, STM14_RS04695, STM14_942
STM14_RS04700, protein_coding, STM14_RS04700, STM14_943
STM14_RS04705, protein_coding, STM14_RS04705, STM14_944
STM14_RS04710, protein_coding, STM14_RS04710, STM14_945
STM14_RS04715, protein_coding, STM14_RS04715, STM14_947
STM14_RS04720, protein_coding, STM14_RS04720, STM14_948
hlyD, protein_coding, STM14_RS04725, STM14_949
cecR, protein_coding, STM14_RS04730, STM14_950
rhlE, protein_coding, STM14_RS04735, STM14_951
dinG, protein_coding, STM14_RS04740, STM14_953
ybiB, protein_coding, STM14_RS04745, STM14_954
ybiJ, protein_coding, STM14_RS04750, STM14_955
STM14_RS04760, protein_coding, STM14_RS04760, STM14_957
rlmF, protein_coding, STM14_RS04765, STM14_959
ybiO, protein_coding, STM14_RS04770, STM14_960
glnQ, protein_coding, STM14_RS04775, STM14_962
glnP, protein_coding, STM14_RS04780, STM14_963
glnH, protein_coding, STM14_RS04785, STM14_964
dps, protein_coding, STM14_RS04790, STM14_966
rhtA, protein_coding, STM14_RS04795, STM14_968
ompX, protein_coding, STM14_RS04800, STM14_971
STM14_RS04805, protein_coding, STM14_RS04805, STM14_972
mntS, protein_coding, STM14_RS24535, STM14_974
mntR, protein_coding, STM14_RS04810, STM14_975
STM14_RS04815, protein_coding, STM14_RS04815, STM14_976
ldtB, protein_coding, STM14_RS04820, STM14_977
STM14_RS04825, protein_coding, STM14_RS04825, STM14_978
STM14_RS04830, protein_coding, STM14_RS04830, STM14_979
STM14_RS04835, pseudogene, STM14_RS04835, STM14_980
STM14_RS04840, protein_coding, STM14_RS04840, STM14_981
STM14_RS04845, protein_coding, STM14_RS04845, STM14_983
STM14_RS04850, protein_coding, STM14_RS04850, STM14_984
STM14_RS04855, protein_coding, STM14_RS04855, STM14_985
moeB, protein_coding, STM14_RS04860, STM14_987
moeA, protein_coding, STM14_RS04865, STM14_988
iaaA, protein_coding, STM14_RS04870, STM14_990
gsiA, protein_coding, STM14_RS04875, STM14_991
gsiB, protein_coding, STM14_RS04880, STM14_992
gsiC, protein_coding, STM14_RS04885, STM14_993
gsiD, protein_coding, STM14_RS04890, STM14_994
rimO, protein_coding, STM14_RS04895, STM14_996
bssR, protein_coding, STM14_RS04900, STM14_998
STM14_RS26715, pseudogene, STM14_RS26715,
STM14_RS04905, protein_coding, STM14_RS04905, STM14_1001
STM14_RS04910, protein_coding, STM14_RS04910, STM14_1002
STM14_RS04915, protein_coding, STM14_RS04915, STM14_1003
STM14_RS26545, protein_coding, STM14_RS26545, STM14_1004
STM14_RS04925, protein_coding, STM14_RS04925, STM14_1005
STM14_RS04930, protein_coding, STM14_RS04930, STM14_1007
STM14_RS04935, protein_coding, STM14_RS04935, STM14_1008
STM14_RS04940, protein_coding, STM14_RS04940, STM14_1009
STM14_RS26620, pseudogene, STM14_RS26620,
STM14_RS04945, pseudogene, STM14_RS04945, STM14_1011
STM14_RS04950, protein_coding, STM14_RS04950, STM14_1012
dacC, protein_coding, STM14_RS04955, STM14_1013
deoR, protein_coding, STM14_RS04960, STM14_1014
ybjG, protein_coding, STM14_RS04965, STM14_1015
STM14_RS04970, protein_coding, STM14_RS04970, STM14_1016
STM14_RS04975, protein_coding, STM14_RS04975, STM14_1017
STM14_RS04980, protein_coding, STM14_RS04980, STM14_1018
STM14_RS04985, protein_coding, STM14_RS04985, STM14_1020
